trial,choice,rt,valueLeft,valueRight,fixItem,fixTime
330,-1,680,3,1,1,180
330,-1,680,3,1,0,70
330,-1,680,3,1,2,190
331,1,750,3,6,0,190
331,1,750,3,6,1,240
331,1,750,3,6,0,70
331,1,750,3,6,2,220
331,1,750,3,6,0,30
332,-1,620,3,0,0,110
332,-1,620,3,0,1,340
332,-1,620,3,0,0,70
332,-1,620,3,0,2,100
333,1,1290,3,3,0,460
333,1,1290,3,3,1,290
333,1,1290,3,3,0,70
333,1,1290,3,3,2,470
334,-1,2040,3,3,0,310
334,-1,2040,3,3,1,160
334,-1,2040,3,3,0,70
334,-1,2040,3,3,2,880
334,-1,2040,3,3,0,80
334,-1,2040,3,3,1,540
335,-1,670,3,1,0,220
335,-1,670,3,1,1,260
335,-1,670,3,1,0,70
335,-1,670,3,1,2,120
336,-1,820,3,0,0,490
336,-1,820,3,0,1,300
336,-1,820,3,0,0,30
337,1,1230,3,3,0,330
337,1,1230,3,3,1,500
337,1,1230,3,3,0,70
337,1,1230,3,3,2,330
338,-1,990,3,0,0,250
338,-1,990,3,0,2,420
338,-1,990,3,0,0,70
338,-1,990,3,0,1,250
339,-1,440,3,3,0,210
339,-1,440,3,3,1,230
340,1,680,3,6,0,230
340,1,680,3,6,1,220
340,1,680,3,6,0,70
340,1,680,3,6,2,160
341,1,1750,3,3,0,230
341,1,1750,3,3,2,230
341,1,1750,3,3,0,70
341,1,1750,3,3,1,400
341,1,1750,3,3,0,80
341,1,1750,3,3,2,740
342,-1,330,3,5,0,240
342,-1,330,3,5,1,90
343,-1,1860,3,3,0,250
343,-1,1860,3,3,1,190
343,-1,1860,3,3,0,70
343,-1,1860,3,3,2,230
343,-1,1860,3,3,0,80
343,-1,1860,3,3,1,310
343,-1,1860,3,3,0,50
343,-1,1860,3,3,2,680
344,-1,830,3,0,0,230
344,-1,830,3,0,1,260
344,-1,830,3,0,0,70
344,-1,830,3,0,2,270
345,1,460,3,5,0,220
345,1,460,3,5,2,220
345,1,460,3,5,0,20
346,-1,1090,3,2,0,240
346,-1,1090,3,2,1,250
346,-1,1090,3,2,0,70
346,-1,1090,3,2,2,480
346,-1,1090,3,2,0,50
347,-1,610,3,0,0,210
347,-1,610,3,0,1,250
347,-1,610,3,0,0,70
347,-1,610,3,0,2,80
348,1,770,3,5,0,230
348,1,770,3,5,1,160
348,1,770,3,5,0,70
348,1,770,3,5,2,250
348,1,770,3,5,0,60
349,1,830,3,4,0,200
349,1,830,3,4,1,390
349,1,830,3,4,0,70
349,1,830,3,4,2,170
350,-1,970,3,4,0,230
350,-1,970,3,4,2,360
350,-1,970,3,4,0,70
350,-1,970,3,4,1,310
351,1,2260,3,6,0,280
351,1,2260,3,6,1,460
351,1,2260,3,6,0,70
351,1,2260,3,6,2,170
351,1,2260,3,6,0,80
351,1,2260,3,6,1,900
351,1,2260,3,6,0,50
351,1,2260,3,6,2,250
352,-1,1480,3,1,0,220
352,-1,1480,3,1,1,330
352,-1,1480,3,1,0,70
352,-1,1480,3,1,2,740
352,-1,1480,3,1,0,80
352,-1,1480,3,1,1,40
353,1,780,3,5,0,120
353,1,780,3,5,1,310
353,1,780,3,5,0,70
353,1,780,3,5,2,280
354,-1,2090,3,1,0,210
354,-1,2090,3,1,2,230
354,-1,2090,3,1,0,70
354,-1,2090,3,1,1,320
354,-1,2090,3,1,0,80
354,-1,2090,3,1,2,390
354,-1,2090,3,1,0,50
354,-1,2090,3,1,1,300
354,-1,2090,3,1,0,70
354,-1,2090,3,1,2,370
355,-1,520,3,1,0,240
355,-1,520,3,1,1,280
356,-1,1090,3,0,0,260
356,-1,1090,3,0,2,170
356,-1,1090,3,0,0,70
356,-1,1090,3,0,1,590
357,-1,2000,3,0,0,300
357,-1,2000,3,0,1,210
357,-1,2000,3,0,0,70
357,-1,2000,3,0,2,1420
358,-1,980,3,3,0,290
358,-1,980,3,3,1,180
358,-1,980,3,3,0,70
358,-1,980,3,3,2,150
358,-1,980,3,3,0,80
358,-1,980,3,3,1,210
359,1,650,3,5,0,240
359,1,650,3,5,1,230
359,1,650,3,5,0,70
359,1,650,3,5,2,110
360,1,1270,3,4,0,230
360,1,1270,3,4,1,130
360,1,1270,3,4,0,70
360,1,1270,3,4,2,770
360,1,1270,3,4,0,70
361,1,1270,3,6,0,300
361,1,1270,3,6,1,210
361,1,1270,3,6,0,70
361,1,1270,3,6,2,690
362,1,1260,3,5,0,200
362,1,1260,3,5,1,450
362,1,1260,3,5,0,70
362,1,1260,3,5,2,540
363,-1,1560,3,1,0,170
363,-1,1560,3,1,2,620
363,-1,1560,3,1,0,70
363,-1,1560,3,1,1,540
363,-1,1560,3,1,0,80
363,-1,1560,3,1,2,80
364,-1,630,3,6,0,220
364,-1,630,3,6,1,390
364,-1,630,3,6,0,20
365,-1,1670,3,4,0,220
365,-1,1670,3,4,1,340
365,-1,1670,3,4,0,70
365,-1,1670,3,4,2,470
365,-1,1670,3,4,0,80
365,-1,1670,3,4,1,490
366,1,1760,3,4,0,270
366,1,1760,3,4,2,200
366,1,1760,3,4,0,70
366,1,1760,3,4,1,1220
367,-1,1090,3,0,0,210
367,-1,1090,3,0,1,200
367,-1,1090,3,0,0,70
367,-1,1090,3,0,2,610
368,1,460,3,0,0,460
369,1,1000,3,4,0,230
369,1,1000,3,4,1,340
369,1,1000,3,4,0,70
369,1,1000,3,4,2,360
370,1,340,3,5,0,200
370,1,340,3,5,2,140
371,-1,4970,3,4,0,230
371,-1,4970,3,4,1,140
371,-1,4970,3,4,0,70
371,-1,4970,3,4,2,530
371,-1,4970,3,4,0,80
371,-1,4970,3,4,1,300
371,-1,4970,3,4,0,50
371,-1,4970,3,4,2,1050
371,-1,4970,3,4,0,70
371,-1,4970,3,4,1,880
371,-1,4970,3,4,0,80
371,-1,4970,3,4,2,590
371,-1,4970,3,4,0,100
371,-1,4970,3,4,1,800
372,-1,1550,3,2,0,190
372,-1,1550,3,2,1,410
372,-1,1550,3,2,0,70
372,-1,1550,3,2,2,440
372,-1,1550,3,2,0,80
372,-1,1550,3,2,1,360
373,1,960,3,3,0,220
373,1,960,3,3,1,240
373,1,960,3,3,0,70
373,1,960,3,3,2,430
374,1,2460,3,3,0,210
374,1,2460,3,3,1,240
374,1,2460,3,3,0,70
374,1,2460,3,3,2,470
374,1,2460,3,3,0,80
374,1,2460,3,3,1,560
374,1,2460,3,3,0,50
374,1,2460,3,3,2,780
375,-1,2010,3,1,0,210
375,-1,2010,3,1,1,340
375,-1,2010,3,1,0,70
375,-1,2010,3,1,2,670
375,-1,2010,3,1,0,80
375,-1,2010,3,1,1,260
375,-1,2010,3,1,0,50
375,-1,2010,3,1,2,210
375,-1,2010,3,1,0,70
375,-1,2010,3,1,1,50
376,1,2160,3,3,0,270
376,1,2160,3,3,2,660
376,1,2160,3,3,0,70
376,1,2160,3,3,1,440
376,1,2160,3,3,0,80
376,1,2160,3,3,2,640
377,1,1030,3,3,0,280
377,1,1030,3,3,2,170
377,1,1030,3,3,0,70
377,1,1030,3,3,1,240
377,1,1030,3,3,0,80
377,1,1030,3,3,2,190
378,-1,900,3,2,0,220
378,-1,900,3,2,2,370
378,-1,900,3,2,0,70
378,-1,900,3,2,1,240
379,-1,890,3,1,0,360
379,-1,890,3,1,2,260
379,-1,890,3,1,0,70
379,-1,890,3,1,1,200
380,-1,790,3,2,0,460
380,-1,790,3,2,1,330
381,1,790,3,6,0,250
381,1,790,3,6,2,540
382,1,540,3,4,0,270
382,1,540,3,4,2,270
383,1,1870,3,4,0,190
383,1,1870,3,4,1,240
383,1,1870,3,4,0,70
383,1,1870,3,4,2,480
383,1,1870,3,4,0,80
383,1,1870,3,4,1,200
383,1,1870,3,4,0,50
383,1,1870,3,4,2,460
383,1,1870,3,4,0,70
383,1,1870,3,4,1,30
384,-1,1010,3,1,0,230
384,-1,1010,3,1,1,200
384,-1,1010,3,1,0,70
384,-1,1010,3,1,2,510
385,1,770,3,6,0,310
385,1,770,3,6,2,460
386,1,1240,3,5,0,220
386,1,1240,3,5,2,170
386,1,1240,3,5,0,70
386,1,1240,3,5,1,410
386,1,1240,3,5,0,80
386,1,1240,3,5,2,290
387,-1,1360,3,2,0,320
387,-1,1360,3,2,2,910
387,-1,1360,3,2,0,70
387,-1,1360,3,2,1,60
388,1,960,3,2,0,290
388,1,960,3,2,2,210
388,1,960,3,2,0,70
388,1,960,3,2,1,300
388,1,960,3,2,0,80
388,1,960,3,2,2,10
389,-1,360,3,0,0,320
389,-1,360,3,0,1,40
390,-1,2750,3,2,0,210
390,-1,2750,3,2,1,210
390,-1,2750,3,2,0,70
390,-1,2750,3,2,2,330
390,-1,2750,3,2,0,80
390,-1,2750,3,2,1,790
390,-1,2750,3,2,0,50
390,-1,2750,3,2,2,1010
391,1,530,3,3,0,250
391,1,530,3,3,1,170
391,1,530,3,3,0,70
391,1,530,3,3,2,40
392,-1,770,3,5,0,120
392,-1,770,3,5,1,650
393,-1,1620,3,2,0,300
393,-1,1620,3,2,2,600
393,-1,1620,3,2,0,70
393,-1,1620,3,2,1,650
394,1,660,3,6,0,210
394,1,660,3,6,1,190
394,1,660,3,6,0,70
394,1,660,3,6,2,190
395,-1,550,3,0,0,150
395,-1,550,3,0,1,260
395,-1,550,3,0,0,70
395,-1,550,3,0,2,70
396,1,760,3,5,0,220
396,1,760,3,5,2,230
396,1,760,3,5,0,70
396,1,760,3,5,1,240
397,-1,1450,3,4,0,190
397,-1,1450,3,4,2,140
397,-1,1450,3,4,0,70
397,-1,1450,3,4,1,1050
398,-1,980,3,0,0,220
398,-1,980,3,0,1,160
398,-1,980,3,0,0,70
398,-1,980,3,0,2,530
399,1,2060,3,5,0,220
399,1,2060,3,5,1,320
399,1,2060,3,5,0,70
399,1,2060,3,5,2,420
399,1,2060,3,5,0,80
399,1,2060,3,5,1,950
400,-1,1540,3,2,0,240
400,-1,1540,3,2,1,240
400,-1,1540,3,2,0,70
400,-1,1540,3,2,2,420
400,-1,1540,3,2,0,80
400,-1,1540,3,2,1,490
401,1,1080,3,6,0,350
401,1,1080,3,6,1,170
401,1,1080,3,6,0,70
401,1,1080,3,6,2,490
402,-1,300,3,2,0,250
402,-1,300,3,2,2,50
403,-1,1850,3,3,0,300
403,-1,1850,3,3,1,210
403,-1,1850,3,3,0,70
403,-1,1850,3,3,2,780
403,-1,1850,3,3,0,80
403,-1,1850,3,3,1,410
404,-1,1670,3,1,0,190
404,-1,1670,3,1,1,360
404,-1,1670,3,1,0,70
404,-1,1670,3,1,2,730
404,-1,1670,3,1,0,80
404,-1,1670,3,1,1,240
405,1,1840,3,4,0,290
405,1,1840,3,4,2,180
405,1,1840,3,4,0,70
405,1,1840,3,4,1,570
405,1,1840,3,4,0,80
405,1,1840,3,4,2,650
406,-1,1340,3,0,0,270
406,-1,1340,3,0,1,320
406,-1,1340,3,0,0,70
406,-1,1340,3,0,2,400
406,-1,1340,3,0,0,80
406,-1,1340,3,0,1,200
407,1,560,3,6,0,220
407,1,560,3,6,2,340
408,-1,2400,3,1,0,220
408,-1,2400,3,1,1,170
408,-1,2400,3,1,0,70
408,-1,2400,3,1,2,460
408,-1,2400,3,1,0,80
408,-1,2400,3,1,1,1060
408,-1,2400,3,1,0,50
408,-1,2400,3,1,2,290
409,1,1010,3,5,0,270
409,1,1010,3,5,1,130
409,1,1010,3,5,0,70
409,1,1010,3,5,2,540
410,-1,1410,3,3,0,200
410,-1,1410,3,3,1,270
410,-1,1410,3,3,0,70
410,-1,1410,3,3,2,360
410,-1,1410,3,3,0,80
410,-1,1410,3,3,1,430
411,1,1090,3,4,0,300
411,1,1090,3,4,1,470
411,1,1090,3,4,0,70
411,1,1090,3,4,2,250
412,-1,1340,3,1,0,270
412,-1,1340,3,1,2,280
412,-1,1340,3,1,0,70
412,-1,1340,3,1,1,570
412,-1,1340,3,1,0,80
412,-1,1340,3,1,2,70
413,1,860,3,3,0,240
413,1,860,3,3,2,170
413,1,860,3,3,0,70
413,1,860,3,3,1,190
413,1,860,3,3,0,80
413,1,860,3,3,2,110
414,1,1050,3,6,0,100
414,1,1050,3,6,1,310
414,1,1050,3,6,0,70
414,1,1050,3,6,2,570
415,1,2270,3,3,0,260
415,1,2270,3,3,2,230
415,1,2270,3,3,0,70
415,1,2270,3,3,1,510
415,1,2270,3,3,0,80
415,1,2270,3,3,2,1120
416,-1,6930,3,3,0,100
416,-1,6930,3,3,1,450
416,-1,6930,3,3,0,70
416,-1,6930,3,3,2,1840
416,-1,6930,3,3,0,80
416,-1,6930,3,3,1,560
416,-1,6930,3,3,0,50
416,-1,6930,3,3,2,160
416,-1,6930,3,3,0,70
416,-1,6930,3,3,1,620
416,-1,6930,3,3,0,80
416,-1,6930,3,3,2,970
416,-1,6930,3,3,0,100
416,-1,6930,3,3,1,790
416,-1,6930,3,3,0,80
416,-1,6930,3,3,2,420
416,-1,6930,3,3,0,150
416,-1,6930,3,3,1,340
417,1,320,3,2,0,250
417,1,320,3,2,2,70
418,-1,680,3,0,0,250
418,-1,680,3,0,1,300
418,-1,680,3,0,0,70
418,-1,680,3,0,2,60
419,1,2520,3,5,0,210
419,1,2520,3,5,1,230
419,1,2520,3,5,0,70
419,1,2520,3,5,2,530
419,1,2520,3,5,0,80
419,1,2520,3,5,1,440
419,1,2520,3,5,0,50
419,1,2520,3,5,2,910
420,1,1630,3,6,0,210
420,1,1630,3,6,1,310
420,1,1630,3,6,0,70
420,1,1630,3,6,2,440
420,1,1630,3,6,0,80
420,1,1630,3,6,1,410
420,1,1630,3,6,0,50
420,1,1630,3,6,2,60
421,-1,890,3,2,0,660
421,-1,890,3,2,1,230
422,-1,930,3,1,0,260
422,-1,930,3,1,2,350
422,-1,930,3,1,0,70
422,-1,930,3,1,1,250
423,-1,1370,3,2,0,200
423,-1,1370,3,2,1,510
423,-1,1370,3,2,0,70
423,-1,1370,3,2,2,360
423,-1,1370,3,2,0,80
423,-1,1370,3,2,1,150
424,1,890,3,5,0,280
424,1,890,3,5,2,190
424,1,890,3,5,0,70
424,1,890,3,5,1,260
424,1,890,3,5,0,90
425,1,920,3,5,0,210
425,1,920,3,5,1,310
425,1,920,3,5,0,70
425,1,920,3,5,2,330
426,-1,380,3,3,0,290
426,-1,380,3,3,1,90
427,1,2970,3,4,0,300
427,1,2970,3,4,1,380
427,1,2970,3,4,0,70
427,1,2970,3,4,2,700
427,1,2970,3,4,0,80
427,1,2970,3,4,1,1440
428,1,730,3,6,0,140
428,1,730,3,6,1,250
428,1,730,3,6,0,70
428,1,730,3,6,2,270
429,-1,450,3,1,0,320
429,-1,450,3,1,1,130
430,-1,470,3,2,0,300
430,-1,470,3,2,1,170
431,1,1220,3,3,0,180
431,1,1220,3,3,2,630
431,1,1220,3,3,0,70
431,1,1220,3,3,1,340
432,-1,1680,3,2,0,280
432,-1,1680,3,2,1,420
432,-1,1680,3,2,0,70
432,-1,1680,3,2,2,390
432,-1,1680,3,2,0,80
432,-1,1680,3,2,1,300
432,-1,1680,3,2,0,50
432,-1,1680,3,2,2,90
433,-1,2160,3,2,0,230
433,-1,2160,3,2,1,240
433,-1,2160,3,2,0,70
433,-1,2160,3,2,2,1540
433,-1,2160,3,2,0,80
434,1,760,3,6,0,210
434,1,760,3,6,1,340
434,1,760,3,6,0,70
434,1,760,3,6,2,140
435,1,1960,3,3,0,200
435,1,1960,3,3,1,200
435,1,1960,3,3,0,70
435,1,1960,3,3,2,670
435,1,1960,3,3,0,80
435,1,1960,3,3,1,740
436,-1,1500,3,1,0,330
436,-1,1500,3,1,1,260
436,-1,1500,3,1,0,70
436,-1,1500,3,1,2,380
436,-1,1500,3,1,0,80
436,-1,1500,3,1,1,380
437,-1,930,3,0,0,200
437,-1,930,3,0,1,180
437,-1,930,3,0,0,70
437,-1,930,3,0,2,480
438,1,850,3,0,0,220
438,1,850,3,0,1,240
438,1,850,3,0,0,70
438,1,850,3,0,2,320
439,1,920,3,5,0,340
439,1,920,3,5,2,580
440,1,950,3,5,0,270
440,1,950,3,5,1,350
440,1,950,3,5,0,70
440,1,950,3,5,2,260
441,-1,1020,3,0,0,260
441,-1,1020,3,0,2,160
441,-1,1020,3,0,0,70
441,-1,1020,3,0,1,530
442,-1,270,3,5,0,270
443,1,2350,3,3,0,240
443,1,2350,3,3,1,130
443,1,2350,3,3,0,70
443,1,2350,3,3,2,710
443,1,2350,3,3,0,80
443,1,2350,3,3,1,760
443,1,2350,3,3,0,50
443,1,2350,3,3,2,310
444,-1,610,3,3,0,240
444,-1,610,3,3,1,220
444,-1,610,3,3,0,70
444,-1,610,3,3,2,80
445,-1,2330,3,4,0,260
445,-1,2330,3,4,1,150
445,-1,2330,3,4,0,70
445,-1,2330,3,4,2,320
445,-1,2330,3,4,0,80
445,-1,2330,3,4,1,1090
445,-1,2330,3,4,0,50
445,-1,2330,3,4,2,310
446,1,1650,3,6,0,230
446,1,1650,3,6,1,270
446,1,1650,3,6,0,70
446,1,1650,3,6,2,180
446,1,1650,3,6,0,80
446,1,1650,3,6,1,400
446,1,1650,3,6,0,50
446,1,1650,3,6,2,370
447,1,2400,3,6,0,250
447,1,2400,3,6,1,260
447,1,2400,3,6,0,70
447,1,2400,3,6,2,420
447,1,2400,3,6,0,80
447,1,2400,3,6,1,620
447,1,2400,3,6,0,50
447,1,2400,3,6,2,650
448,1,1110,3,6,0,270
448,1,1110,3,6,1,120
448,1,1110,3,6,0,70
448,1,1110,3,6,2,310
448,1,1110,3,6,0,80
448,1,1110,3,6,1,260
449,1,1830,3,1,0,300
449,1,1830,3,1,2,170
449,1,1830,3,1,0,70
449,1,1830,3,1,1,180
449,1,1830,3,1,0,80
449,1,1830,3,1,2,1030
450,-1,2290,3,0,0,230
450,-1,2290,3,0,1,170
450,-1,2290,3,0,0,70
450,-1,2290,3,0,2,420
450,-1,2290,3,0,0,80
450,-1,2290,3,0,1,290
450,-1,2290,3,0,0,50
450,-1,2290,3,0,2,500
450,-1,2290,3,0,0,70
450,-1,2290,3,0,1,410
451,1,1020,3,1,0,210
451,1,1020,3,1,2,250
451,1,1020,3,1,0,70
451,1,1020,3,1,1,430
451,1,1020,3,1,0,60
452,1,2120,3,5,0,240
452,1,2120,3,5,2,270
452,1,2120,3,5,0,70
452,1,2120,3,5,1,590
452,1,2120,3,5,0,80
452,1,2120,3,5,2,870
453,-1,2940,3,1,0,260
453,-1,2940,3,1,1,340
453,-1,2940,3,1,0,70
453,-1,2940,3,1,2,540
453,-1,2940,3,1,0,80
453,-1,2940,3,1,1,240
453,-1,2940,3,1,0,50
453,-1,2940,3,1,2,1360
454,1,3290,3,3,0,220
454,1,3290,3,3,2,210
454,1,3290,3,3,0,70
454,1,3290,3,3,1,310
454,1,3290,3,3,0,80
454,1,3290,3,3,2,540
454,1,3290,3,3,0,50
454,1,3290,3,3,1,1170
454,1,3290,3,3,0,70
454,1,3290,3,3,2,380
454,1,3290,3,3,0,80
454,1,3290,3,3,1,110
455,1,830,3,4,0,240
455,1,830,3,4,1,180
455,1,830,3,4,0,70
455,1,830,3,4,2,340
456,-1,670,3,1,0,300
456,-1,670,3,1,1,370
457,1,1090,3,2,0,260
457,1,1090,3,2,1,350
457,1,1090,3,2,0,70
457,1,1090,3,2,2,340
457,1,1090,3,2,0,70
458,1,630,3,6,0,220
458,1,630,3,6,2,380
458,1,630,3,6,0,30
459,-1,1740,3,0,0,270
459,-1,1740,3,0,1,150
459,-1,1740,3,0,0,70
459,-1,1740,3,0,2,710
459,-1,1740,3,0,0,80
459,-1,1740,3,0,1,460
460,-1,290,3,6,0,220
460,-1,290,3,6,1,70
461,-1,1320,3,2,0,210
461,-1,1320,3,2,2,290
461,-1,1320,3,2,0,70
461,-1,1320,3,2,1,550
461,-1,1320,3,2,0,80
461,-1,1320,3,2,2,120
462,-1,2060,3,3,0,230
462,-1,2060,3,3,1,220
462,-1,2060,3,3,0,70
462,-1,2060,3,3,2,150
462,-1,2060,3,3,0,80
462,-1,2060,3,3,1,580
462,-1,2060,3,3,0,50
462,-1,2060,3,3,2,540
462,-1,2060,3,3,0,70
462,-1,2060,3,3,1,70
463,-1,1350,3,0,0,210
463,-1,1350,3,0,2,360
463,-1,1350,3,0,0,70
463,-1,1350,3,0,1,710
464,-1,660,3,2,0,200
464,-1,660,3,2,1,460
465,-1,690,3,2,0,240
465,-1,690,3,2,1,390
465,-1,690,3,2,0,60
466,1,1700,3,3,0,390
466,1,1700,3,3,1,160
466,1,1700,3,3,0,70
466,1,1700,3,3,2,410
466,1,1700,3,3,0,80
466,1,1700,3,3,1,180
466,1,1700,3,3,0,50
466,1,1700,3,3,2,360
467,1,2090,3,4,0,250
467,1,2090,3,4,2,190
467,1,2090,3,4,0,70
467,1,2090,3,4,1,480
467,1,2090,3,4,0,80
467,1,2090,3,4,2,1020
468,-1,3330,3,1,0,250
468,-1,3330,3,1,2,220
468,-1,3330,3,1,0,70
468,-1,3330,3,1,1,210
468,-1,3330,3,1,0,80
468,-1,3330,3,1,2,1510
468,-1,3330,3,1,0,50
468,-1,3330,3,1,1,940
469,-1,3450,3,2,0,310
469,-1,3450,3,2,1,230
469,-1,3450,3,2,0,70
469,-1,3450,3,2,2,600
469,-1,3450,3,2,0,80
469,-1,3450,3,2,1,1580
469,-1,3450,3,2,0,50
469,-1,3450,3,2,2,430
469,-1,3450,3,2,0,70
469,-1,3450,3,2,1,30
470,-1,2380,3,1,0,260
470,-1,2380,3,1,1,210
470,-1,2380,3,1,0,70
470,-1,2380,3,1,2,1310
470,-1,2380,3,1,0,80
470,-1,2380,3,1,1,450
471,1,5500,3,3,0,250
471,1,5500,3,3,1,550
471,1,5500,3,3,0,70
471,1,5500,3,3,2,1150
471,1,5500,3,3,0,80
471,1,5500,3,3,1,430
471,1,5500,3,3,0,50
471,1,5500,3,3,2,580
471,1,5500,3,3,0,70
471,1,5500,3,3,1,630
471,1,5500,3,3,0,80
471,1,5500,3,3,2,940
471,1,5500,3,3,0,100
471,1,5500,3,3,1,160
471,1,5500,3,3,0,80
471,1,5500,3,3,2,280
472,1,1060,3,5,0,220
472,1,1060,3,5,1,250
472,1,1060,3,5,0,70
472,1,1060,3,5,2,370
472,1,1060,3,5,0,80
472,1,1060,3,5,1,70
473,-1,1800,3,0,0,300
473,-1,1800,3,0,1,360
473,-1,1800,3,0,0,70
473,-1,1800,3,0,2,410
473,-1,1800,3,0,0,80
473,-1,1800,3,0,1,580
474,-1,1670,3,2,0,210
474,-1,1670,3,2,1,230
474,-1,1670,3,2,0,70
474,-1,1670,3,2,2,750
474,-1,1670,3,2,0,80
474,-1,1670,3,2,1,330
475,1,1980,3,6,0,230
475,1,1980,3,6,2,200
475,1,1980,3,6,0,70
475,1,1980,3,6,1,500
475,1,1980,3,6,0,80
475,1,1980,3,6,2,330
475,1,1980,3,6,0,50
475,1,1980,3,6,1,520
476,1,690,3,6,0,270
476,1,690,3,6,1,210
476,1,690,3,6,0,70
476,1,690,3,6,2,140
477,-1,1440,3,1,0,200
477,-1,1440,3,1,1,1240
478,-1,800,3,0,0,240
478,-1,800,3,0,2,200
478,-1,800,3,0,0,70
478,-1,800,3,0,1,290
479,1,1880,3,5,0,240
479,1,1880,3,5,2,150
479,1,1880,3,5,0,70
479,1,1880,3,5,1,680
479,1,1880,3,5,0,80
479,1,1880,3,5,2,660
480,-1,1380,3,2,0,220
480,-1,1380,3,2,1,340
480,-1,1380,3,2,0,70
480,-1,1380,3,2,2,630
480,-1,1380,3,2,0,80
480,-1,1380,3,2,1,40
481,-1,2420,3,4,0,240
481,-1,2420,3,4,2,200
481,-1,2420,3,4,0,70
481,-1,2420,3,4,1,280
481,-1,2420,3,4,0,80
481,-1,2420,3,4,2,690
481,-1,2420,3,4,0,50
481,-1,2420,3,4,1,810
482,-1,860,3,0,0,230
482,-1,860,3,0,2,170
482,-1,860,3,0,0,70
482,-1,860,3,0,1,390
483,1,1570,3,3,0,200
483,1,1570,3,3,1,260
483,1,1570,3,3,0,70
483,1,1570,3,3,2,350
483,1,1570,3,3,0,80
483,1,1570,3,3,1,610
484,1,1150,3,3,0,200
484,1,1150,3,3,1,480
484,1,1150,3,3,0,70
484,1,1150,3,3,2,400
485,-1,610,3,4,0,250
485,-1,610,3,4,1,360
486,-1,400,3,4,0,220
486,-1,400,3,4,1,140
486,-1,400,3,4,0,40
487,-1,2580,3,0,0,280
487,-1,2580,3,0,1,180
487,-1,2580,3,0,0,70
487,-1,2580,3,0,2,250
487,-1,2580,3,0,0,80
487,-1,2580,3,0,1,1010
487,-1,2580,3,0,0,50
487,-1,2580,3,0,2,490
487,-1,2580,3,0,0,70
487,-1,2580,3,0,1,100
488,-1,2370,3,2,0,200
488,-1,2370,3,2,2,270
488,-1,2370,3,2,0,70
488,-1,2370,3,2,1,960
488,-1,2370,3,2,0,80
488,-1,2370,3,2,2,280
488,-1,2370,3,2,0,50
488,-1,2370,3,2,1,410
488,-1,2370,3,2,0,50
489,1,620,3,6,0,220
489,1,620,3,6,1,400
490,-1,1400,3,3,0,230
490,-1,1400,3,3,1,290
490,-1,1400,3,3,0,70
490,-1,1400,3,3,2,520
490,-1,1400,3,3,0,80
490,-1,1400,3,3,1,210
491,1,930,3,5,0,220
491,1,930,3,5,1,230
491,1,930,3,5,0,70
491,1,930,3,5,2,410
492,1,1550,3,4,0,350
492,1,1550,3,4,2,420
492,1,1550,3,4,0,70
492,1,1550,3,4,1,580
492,1,1550,3,4,0,80
492,1,1550,3,4,2,50
493,1,1390,3,6,0,240
493,1,1390,3,6,1,160
493,1,1390,3,6,0,70
493,1,1390,3,6,2,430
493,1,1390,3,6,0,80
493,1,1390,3,6,1,410
494,-1,860,3,2,0,210
494,-1,860,3,2,2,200
494,-1,860,3,2,0,70
494,-1,860,3,2,1,380
495,1,330,3,1,0,190
495,1,330,3,1,1,140
496,-1,630,3,2,0,200
496,-1,630,3,2,1,430
497,1,930,3,6,0,270
497,1,930,3,6,1,320
497,1,930,3,6,0,70
497,1,930,3,6,2,270
498,-1,2140,3,2,0,230
498,-1,2140,3,2,1,310
498,-1,2140,3,2,0,70
498,-1,2140,3,2,2,500
498,-1,2140,3,2,0,80
498,-1,2140,3,2,1,950
499,1,750,3,4,0,220
499,1,750,3,4,1,230
499,1,750,3,4,0,70
499,1,750,3,4,2,230
500,-1,1670,3,0,0,150
500,-1,1670,3,0,1,180
500,-1,1670,3,0,0,70
500,-1,1670,3,0,2,640
500,-1,1670,3,0,0,80
500,-1,1670,3,0,1,530
500,-1,1670,3,0,0,20
501,-1,300,3,3,0,210
501,-1,300,3,3,1,90
502,-1,520,3,0,0,230
502,-1,520,3,0,1,160
502,-1,520,3,0,0,70
502,-1,520,3,0,2,60
503,-1,1430,3,0,0,210
503,-1,1430,3,0,1,280
503,-1,1430,3,0,0,70
503,-1,1430,3,0,2,680
503,-1,1430,3,0,0,80
503,-1,1430,3,0,1,110
504,1,510,3,6,0,270
504,1,510,3,6,1,120
504,1,510,3,6,0,70
504,1,510,3,6,2,50
505,1,2130,3,2,0,220
505,1,2130,3,2,2,490
505,1,2130,3,2,0,70
505,1,2130,3,2,1,130
505,1,2130,3,2,0,80
505,1,2130,3,2,2,1140
506,-1,810,3,3,0,230
506,-1,810,3,3,2,110
506,-1,810,3,3,0,70
506,-1,810,3,3,1,400
507,-1,410,3,2,0,220
507,-1,410,3,2,1,190
508,-1,470,3,0,0,220
508,-1,470,3,0,1,200
508,-1,470,3,0,0,50
509,1,3680,3,1,0,310
509,1,3680,3,1,1,330
509,1,3680,3,1,0,70
509,1,3680,3,1,2,590
509,1,3680,3,1,0,80
509,1,3680,3,1,1,390
509,1,3680,3,1,0,50
509,1,3680,3,1,2,260
509,1,3680,3,1,0,70
509,1,3680,3,1,1,530
