trial,choice,rt,valueLeft,valueRight,fixItem,fixTime
166,-1,6410,3,3,1,400
166,-1,6410,3,3,0,80
166,-1,6410,3,3,2,450
166,-1,6410,3,3,0,100
166,-1,6410,3,3,1,560
166,-1,6410,3,3,0,80
166,-1,6410,3,3,2,170
166,-1,6410,3,3,0,150
166,-1,6410,3,3,1,980
166,-1,6410,3,3,0,60
166,-1,6410,3,3,2,630
166,-1,6410,3,3,0,80
166,-1,6410,3,3,1,360
167,1,1630,3,4,0,300
167,1,1630,3,4,2,270
167,1,1630,3,4,0,70
167,1,1630,3,4,1,450
167,1,1630,3,4,0,80
167,1,1630,3,4,2,420
167,1,1630,3,4,0,40
168,1,1320,3,5,0,290
168,1,1320,3,5,1,390
168,1,1320,3,5,0,70
168,1,1320,3,5,2,440
168,1,1320,3,5,0,80
168,1,1320,3,5,1,50
169,-1,580,3,4,0,250
169,-1,580,3,4,1,250
169,-1,580,3,4,0,70
169,-1,580,3,4,2,10
170,1,2950,3,4,0,210
170,1,2950,3,4,1,500
170,1,2950,3,4,0,70
170,1,2950,3,4,2,270
170,1,2950,3,4,0,80
170,1,2950,3,4,1,180
170,1,2950,3,4,0,50
170,1,2950,3,4,2,420
170,1,2950,3,4,0,70
170,1,2950,3,4,1,460
170,1,2950,3,4,0,80
170,1,2950,3,4,2,560
171,1,580,3,6,0,290
171,1,580,3,6,2,290
172,1,790,3,3,0,200
172,1,790,3,3,1,240
172,1,790,3,3,0,70
172,1,790,3,3,2,280
173,1,630,3,2,0,300
173,1,630,3,2,2,170
173,1,630,3,2,0,70
173,1,630,3,2,1,90
174,-1,770,3,0,0,540
174,-1,770,3,0,1,210
174,-1,770,3,0,0,20
175,-1,1090,3,1,0,280
175,-1,1090,3,1,2,160
175,-1,1090,3,1,0,70
175,-1,1090,3,1,1,580
176,-1,1560,3,1,0,270
176,-1,1560,3,1,1,300
176,-1,1560,3,1,0,70
176,-1,1560,3,1,2,590
176,-1,1560,3,1,0,80
176,-1,1560,3,1,1,250
177,1,1230,3,4,0,290
177,1,1230,3,4,1,260
177,1,1230,3,4,0,70
177,1,1230,3,4,2,610
178,-1,1000,3,0,0,310
178,-1,1000,3,0,1,590
178,-1,1000,3,0,0,70
178,-1,1000,3,0,2,30
179,-1,1100,3,0,0,220
179,-1,1100,3,0,1,320
179,-1,1100,3,0,0,70
179,-1,1100,3,0,2,490
180,-1,2720,3,2,0,200
180,-1,2720,3,2,1,200
180,-1,2720,3,2,0,70
180,-1,2720,3,2,2,390
180,-1,2720,3,2,0,80
180,-1,2720,3,2,1,730
180,-1,2720,3,2,0,50
180,-1,2720,3,2,2,650
180,-1,2720,3,2,0,70
180,-1,2720,3,2,1,280
181,1,730,3,3,0,220
181,1,730,3,3,1,160
181,1,730,3,3,0,70
181,1,730,3,3,2,280
182,1,820,3,4,0,220
182,1,820,3,4,1,320
182,1,820,3,4,0,70
182,1,820,3,4,2,210
183,-1,1750,3,1,0,350
183,-1,1750,3,1,1,310
183,-1,1750,3,1,0,70
183,-1,1750,3,1,2,390
183,-1,1750,3,1,0,80
183,-1,1750,3,1,1,550
184,1,650,3,5,0,300
184,1,650,3,5,2,290
184,1,650,3,5,0,60
185,1,2690,3,3,0,220
185,1,2690,3,3,1,240
185,1,2690,3,3,0,70
185,1,2690,3,3,2,430
185,1,2690,3,3,0,80
185,1,2690,3,3,1,410
185,1,2690,3,3,0,50
185,1,2690,3,3,2,1190
186,1,820,3,6,0,280
186,1,820,3,6,1,190
186,1,820,3,6,0,70
186,1,820,3,6,2,280
187,-1,1640,3,1,0,190
187,-1,1640,3,1,1,160
187,-1,1640,3,1,0,70
187,-1,1640,3,1,2,690
187,-1,1640,3,1,0,80
187,-1,1640,3,1,1,400
187,-1,1640,3,1,0,50
188,-1,790,3,1,0,260
188,-1,790,3,1,2,90
188,-1,790,3,1,0,70
188,-1,790,3,1,1,370
189,1,420,3,4,0,310
189,1,420,3,4,1,110
190,-1,2220,3,0,0,240
190,-1,2220,3,0,1,570
190,-1,2220,3,0,0,70
190,-1,2220,3,0,2,410
190,-1,2220,3,0,0,80
190,-1,2220,3,0,1,420
190,-1,2220,3,0,0,50
190,-1,2220,3,0,2,380
191,1,5730,3,4,0,290
191,1,5730,3,4,2,170
191,1,5730,3,4,0,70
191,1,5730,3,4,1,720
191,1,5730,3,4,0,80
191,1,5730,3,4,2,330
191,1,5730,3,4,0,50
191,1,5730,3,4,1,400
191,1,5730,3,4,0,70
191,1,5730,3,4,2,170
191,1,5730,3,4,0,80
191,1,5730,3,4,1,1170
191,1,5730,3,4,0,100
191,1,5730,3,4,2,1300
191,1,5730,3,4,0,80
191,1,5730,3,4,1,460
191,1,5730,3,4,0,150
191,1,5730,3,4,2,40
192,-1,560,3,3,0,390
192,-1,560,3,3,1,170
193,-1,1710,3,1,0,250
193,-1,1710,3,1,1,480
193,-1,1710,3,1,0,70
193,-1,1710,3,1,2,660
193,-1,1710,3,1,0,80
193,-1,1710,3,1,1,170
194,-1,950,3,0,0,210
194,-1,950,3,0,1,230
194,-1,950,3,0,0,70
194,-1,950,3,0,2,440
195,-1,2100,3,4,0,220
195,-1,2100,3,4,1,260
195,-1,2100,3,4,0,70
195,-1,2100,3,4,2,270
195,-1,2100,3,4,0,80
195,-1,2100,3,4,1,1200
196,1,3070,3,3,0,280
196,1,3070,3,3,1,300
196,1,3070,3,3,0,70
196,1,3070,3,3,2,1530
196,1,3070,3,3,0,80
196,1,3070,3,3,1,810
197,-1,3050,3,2,0,200
197,-1,3050,3,2,2,270
197,-1,3050,3,2,0,70
197,-1,3050,3,2,1,440
197,-1,3050,3,2,0,80
197,-1,3050,3,2,2,520
197,-1,3050,3,2,0,50
197,-1,3050,3,2,1,260
197,-1,3050,3,2,0,70
197,-1,3050,3,2,2,910
197,-1,3050,3,2,0,80
197,-1,3050,3,2,1,100
198,-1,1100,3,0,0,210
198,-1,1100,3,0,1,170
198,-1,1100,3,0,0,70
198,-1,1100,3,0,2,470
198,-1,1100,3,0,0,80
198,-1,1100,3,0,1,100
199,-1,1560,3,2,0,210
199,-1,1560,3,2,1,170
199,-1,1560,3,2,0,70
199,-1,1560,3,2,2,370
199,-1,1560,3,2,0,80
199,-1,1560,3,2,1,510
199,-1,1560,3,2,0,50
199,-1,1560,3,2,2,100
200,-1,620,3,0,0,210
200,-1,620,3,0,2,300
200,-1,620,3,0,0,70
200,-1,620,3,0,1,40
201,1,260,3,2,0,230
201,1,260,3,2,2,30
202,1,2950,3,5,0,220
202,1,2950,3,5,1,380
202,1,2950,3,5,0,70
202,1,2950,3,5,2,390
202,1,2950,3,5,0,80
202,1,2950,3,5,1,1810
203,-1,3080,3,2,0,240
203,-1,3080,3,2,1,660
203,-1,3080,3,2,0,70
203,-1,3080,3,2,2,1010
203,-1,3080,3,2,0,80
203,-1,3080,3,2,1,1020
204,1,1300,3,6,0,200
204,1,1300,3,6,1,570
204,1,1300,3,6,0,70
204,1,1300,3,6,2,460
205,1,780,3,0,0,450
205,1,780,3,0,1,30
205,1,780,3,0,0,70
205,1,780,3,0,2,230
206,-1,770,3,0,0,210
206,-1,770,3,0,1,560
207,1,1150,3,5,0,220
207,1,1150,3,5,2,160
207,1,1150,3,5,0,70
207,1,1150,3,5,1,540
207,1,1150,3,5,0,80
207,1,1150,3,5,2,80
208,-1,1470,3,0,0,220
208,-1,1470,3,0,1,380
208,-1,1470,3,0,0,70
208,-1,1470,3,0,2,370
208,-1,1470,3,0,0,80
208,-1,1470,3,0,1,350
209,1,1940,3,5,0,260
209,1,1940,3,5,1,180
209,1,1940,3,5,0,70
209,1,1940,3,5,2,360
209,1,1940,3,5,0,80
209,1,1940,3,5,1,990
210,-1,1100,3,3,0,230
210,-1,1100,3,3,2,180
210,-1,1100,3,3,0,70
210,-1,1100,3,3,1,620
211,-1,1030,3,0,0,240
211,-1,1030,3,0,2,180
211,-1,1030,3,0,0,70
211,-1,1030,3,0,1,220
211,-1,1030,3,0,0,80
211,-1,1030,3,0,2,240
212,-1,4780,3,1,0,230
212,-1,4780,3,1,1,130
212,-1,4780,3,1,0,70
212,-1,4780,3,1,2,580
212,-1,4780,3,1,0,80
212,-1,4780,3,1,1,1150
212,-1,4780,3,1,0,50
212,-1,4780,3,1,2,2210
212,-1,4780,3,1,0,70
212,-1,4780,3,1,1,210
213,1,380,3,4,0,230
213,1,380,3,4,2,150
214,-1,2450,3,1,0,250
214,-1,2450,3,1,2,240
214,-1,2450,3,1,0,70
214,-1,2450,3,1,1,520
214,-1,2450,3,1,0,80
214,-1,2450,3,1,2,1090
214,-1,2450,3,1,0,50
214,-1,2450,3,1,1,150
215,1,2180,3,6,0,210
215,1,2180,3,6,2,120
215,1,2180,3,6,0,70
215,1,2180,3,6,1,240
215,1,2180,3,6,0,80
215,1,2180,3,6,2,520
215,1,2180,3,6,0,50
215,1,2180,3,6,1,540
215,1,2180,3,6,0,70
215,1,2180,3,6,2,280
216,1,460,3,5,0,300
216,1,460,3,5,2,160
217,1,280,3,4,0,180
217,1,280,3,4,1,100
218,-1,1950,3,3,0,220
218,-1,1950,3,3,2,300
218,-1,1950,3,3,0,70
218,-1,1950,3,3,1,470
218,-1,1950,3,3,0,80
218,-1,1950,3,3,2,350
218,-1,1950,3,3,0,50
218,-1,1950,3,3,1,410
219,1,810,3,4,0,330
219,1,810,3,4,1,140
219,1,810,3,4,0,70
219,1,810,3,4,2,270
220,1,410,3,0,0,230
220,1,410,3,0,2,180
221,-1,840,3,0,0,250
221,-1,840,3,0,1,350
221,-1,840,3,0,0,70
221,-1,840,3,0,2,170
222,-1,1570,3,1,0,240
222,-1,1570,3,1,1,250
222,-1,1570,3,1,0,70
222,-1,1570,3,1,2,880
222,-1,1570,3,1,0,80
222,-1,1570,3,1,1,50
223,-1,960,3,2,0,490
223,-1,960,3,2,1,470
224,-1,1000,3,0,0,580
224,-1,1000,3,0,2,330
224,-1,1000,3,0,0,70
224,-1,1000,3,0,1,20
225,-1,1690,3,0,0,200
225,-1,1690,3,0,1,350
225,-1,1690,3,0,0,70
225,-1,1690,3,0,2,380
225,-1,1690,3,0,0,80
225,-1,1690,3,0,1,610
226,1,1740,3,4,0,230
226,1,1740,3,4,1,380
226,1,1740,3,4,0,70
226,1,1740,3,4,2,360
226,1,1740,3,4,0,80
226,1,1740,3,4,1,390
226,1,1740,3,4,0,50
226,1,1740,3,4,2,180
227,-1,480,3,1,0,240
227,-1,480,3,1,1,180
227,-1,480,3,1,0,60
228,-1,780,3,1,0,230
228,-1,780,3,1,1,230
228,-1,780,3,1,0,70
228,-1,780,3,1,2,250
229,1,1660,3,6,0,200
229,1,1660,3,6,1,240
229,1,1660,3,6,0,70
229,1,1660,3,6,2,290
229,1,1660,3,6,0,80
229,1,1660,3,6,1,410
229,1,1660,3,6,0,50
229,1,1660,3,6,2,320
230,1,1030,3,4,0,270
230,1,1030,3,4,1,760
231,-1,920,3,0,0,200
231,-1,920,3,0,2,630
231,-1,920,3,0,0,70
231,-1,920,3,0,1,20
232,-1,1330,3,2,0,280
232,-1,1330,3,2,2,410
232,-1,1330,3,2,0,70
232,-1,1330,3,2,1,470
232,-1,1330,3,2,0,80
232,-1,1330,3,2,2,20
233,1,770,3,5,0,300
233,1,770,3,5,1,240
233,1,770,3,5,0,70
233,1,770,3,5,2,160
234,1,1500,3,5,0,240
234,1,1500,3,5,1,370
234,1,1500,3,5,0,70
234,1,1500,3,5,2,550
234,1,1500,3,5,0,80
234,1,1500,3,5,1,190
235,-1,710,3,2,0,230
235,-1,710,3,2,2,200
235,-1,710,3,2,0,70
235,-1,710,3,2,1,210
236,-1,450,3,0,0,250
236,-1,450,3,0,1,160
236,-1,450,3,0,0,40
237,-1,2270,3,3,0,210
237,-1,2270,3,3,1,340
237,-1,2270,3,3,0,70
237,-1,2270,3,3,2,300
237,-1,2270,3,3,0,80
237,-1,2270,3,3,1,1240
237,-1,2270,3,3,0,30
238,-1,1300,3,4,0,250
238,-1,1300,3,4,1,230
238,-1,1300,3,4,0,70
238,-1,1300,3,4,2,370
238,-1,1300,3,4,0,80
238,-1,1300,3,4,1,300
239,1,880,3,4,0,250
239,1,880,3,4,1,270
239,1,880,3,4,0,70
239,1,880,3,4,2,290
240,-1,1090,3,1,0,260
240,-1,1090,3,1,2,410
240,-1,1090,3,1,0,70
240,-1,1090,3,1,1,350
241,1,2570,3,3,0,210
241,1,2570,3,3,2,120
241,1,2570,3,3,0,70
241,1,2570,3,3,1,910
241,1,2570,3,3,0,80
241,1,2570,3,3,2,1010
241,1,2570,3,3,0,50
241,1,2570,3,3,1,120
242,-1,800,3,3,0,240
242,-1,800,3,3,1,190
242,-1,800,3,3,0,70
242,-1,800,3,3,2,160
242,-1,800,3,3,0,80
242,-1,800,3,3,1,60
243,1,2060,3,4,0,240
243,1,2060,3,4,1,410
243,1,2060,3,4,0,70
243,1,2060,3,4,2,550
243,1,2060,3,4,0,80
243,1,2060,3,4,1,580
243,1,2060,3,4,0,50
243,1,2060,3,4,2,80
244,1,1270,3,4,0,250
244,1,1270,3,4,1,300
244,1,1270,3,4,0,70
244,1,1270,3,4,2,580
244,1,1270,3,4,0,70
245,-1,570,3,0,0,320
245,-1,570,3,0,2,250
246,-1,780,3,1,0,250
246,-1,780,3,1,1,280
246,-1,780,3,1,0,70
246,-1,780,3,1,2,180
247,-1,1440,3,1,0,210
247,-1,1440,3,1,2,270
247,-1,1440,3,1,0,70
247,-1,1440,3,1,1,890
248,1,620,3,4,0,220
248,1,620,3,4,1,360
248,1,620,3,4,0,40
249,1,1890,3,2,0,190
249,1,1890,3,2,2,550
249,1,1890,3,2,0,70
249,1,1890,3,2,1,550
249,1,1890,3,2,0,80
249,1,1890,3,2,2,450
250,-1,420,3,3,0,230
250,-1,420,3,3,1,190
251,-1,510,3,0,0,240
251,-1,510,3,0,1,270
252,1,1090,3,4,0,310
252,1,1090,3,4,1,270
252,1,1090,3,4,0,70
252,1,1090,3,4,2,350
252,1,1090,3,4,0,90
253,1,1170,3,3,0,230
253,1,1170,3,3,1,260
253,1,1170,3,3,0,70
253,1,1170,3,3,2,610
254,1,2270,3,3,0,200
254,1,2270,3,3,2,210
254,1,2270,3,3,0,70
254,1,2270,3,3,1,490
254,1,2270,3,3,0,80
254,1,2270,3,3,2,580
254,1,2270,3,3,0,50
254,1,2270,3,3,1,360
254,1,2270,3,3,0,70
254,1,2270,3,3,2,160
255,1,470,3,6,0,280
255,1,470,3,6,2,190
256,1,1590,3,4,0,340
256,1,1590,3,4,1,180
256,1,1590,3,4,0,70
256,1,1590,3,4,2,770
256,1,1590,3,4,0,80
256,1,1590,3,4,1,150
257,1,850,3,6,0,330
257,1,850,3,6,1,370
257,1,850,3,6,0,70
257,1,850,3,6,2,80
258,1,1280,3,4,0,200
258,1,1280,3,4,1,130
258,1,1280,3,4,0,70
258,1,1280,3,4,2,520
258,1,1280,3,4,0,80
258,1,1280,3,4,1,280
259,-1,1310,3,1,0,190
259,-1,1310,3,1,2,700
259,-1,1310,3,1,0,70
259,-1,1310,3,1,1,350
260,1,1430,3,3,0,230
260,1,1430,3,3,1,440
260,1,1430,3,3,0,70
260,1,1430,3,3,2,690
261,-1,3230,3,3,0,250
261,-1,3230,3,3,2,170
261,-1,3230,3,3,0,70
261,-1,3230,3,3,1,410
261,-1,3230,3,3,0,80
261,-1,3230,3,3,2,660
261,-1,3230,3,3,0,50
261,-1,3230,3,3,1,1540
262,-1,2370,3,1,0,270
262,-1,2370,3,1,1,210
262,-1,2370,3,1,0,70
262,-1,2370,3,1,2,240
262,-1,2370,3,1,0,80
262,-1,2370,3,1,1,1300
262,-1,2370,3,1,0,50
262,-1,2370,3,1,2,150
263,1,110,3,6,0,110
264,-1,780,3,5,0,210
264,-1,780,3,5,2,150
264,-1,780,3,5,0,70
264,-1,780,3,5,1,350
265,-1,2160,3,2,0,220
265,-1,2160,3,2,1,340
265,-1,2160,3,2,0,70
265,-1,2160,3,2,2,320
265,-1,2160,3,2,0,80
265,-1,2160,3,2,1,860
265,-1,2160,3,2,0,50
265,-1,2160,3,2,2,220
266,1,1920,3,4,0,60
266,1,1920,3,4,1,360
266,1,1920,3,4,0,70
266,1,1920,3,4,2,1410
266,1,1920,3,4,0,20
267,-1,690,3,1,0,200
267,-1,690,3,1,1,320
267,-1,690,3,1,0,70
267,-1,690,3,1,2,100
268,-1,2050,3,3,0,190
268,-1,2050,3,3,1,380
268,-1,2050,3,3,0,70
268,-1,2050,3,3,2,450
268,-1,2050,3,3,0,80
268,-1,2050,3,3,1,880
269,1,490,3,6,0,260
269,1,490,3,6,2,170
269,1,490,3,6,0,60
270,-1,1210,3,0,0,220
270,-1,1210,3,0,2,290
270,-1,1210,3,0,0,70
270,-1,1210,3,0,1,360
270,-1,1210,3,0,0,80
270,-1,1210,3,0,2,190
271,1,3260,3,4,0,200
271,1,3260,3,4,1,180
271,1,3260,3,4,0,70
271,1,3260,3,4,2,350
271,1,3260,3,4,0,80
271,1,3260,3,4,1,320
271,1,3260,3,4,0,50
271,1,3260,3,4,2,490
271,1,3260,3,4,0,70
271,1,3260,3,4,1,1200
271,1,3260,3,4,0,80
271,1,3260,3,4,2,170
272,1,1490,3,5,0,220
272,1,1490,3,5,2,410
272,1,1490,3,5,0,70
272,1,1490,3,5,1,400
272,1,1490,3,5,0,80
272,1,1490,3,5,2,310
273,1,2670,3,4,0,190
273,1,2670,3,4,1,150
273,1,2670,3,4,0,70
273,1,2670,3,4,2,790
273,1,2670,3,4,0,80
273,1,2670,3,4,1,710
273,1,2670,3,4,0,50
273,1,2670,3,4,2,630
274,-1,2180,3,4,0,250
274,-1,2180,3,4,1,250
274,-1,2180,3,4,0,70
274,-1,2180,3,4,2,810
274,-1,2180,3,4,0,80
274,-1,2180,3,4,1,720
275,-1,1370,3,1,0,220
275,-1,1370,3,1,2,110
275,-1,1370,3,1,0,70
275,-1,1370,3,1,1,630
275,-1,1370,3,1,0,80
275,-1,1370,3,1,2,260
276,1,2660,3,5,0,250
276,1,2660,3,5,1,180
276,1,2660,3,5,0,70
276,1,2660,3,5,2,490
276,1,2660,3,5,0,80
276,1,2660,3,5,1,1360
276,1,2660,3,5,0,50
276,1,2660,3,5,2,180
277,-1,370,3,0,0,230
277,-1,370,3,0,1,140
278,-1,3310,3,3,0,210
278,-1,3310,3,3,1,500
278,-1,3310,3,3,0,70
278,-1,3310,3,3,2,540
278,-1,3310,3,3,0,80
278,-1,3310,3,3,1,1910
279,1,1070,3,3,0,250
279,1,1070,3,3,1,540
279,1,1070,3,3,0,70
279,1,1070,3,3,2,210
280,-1,2180,3,2,0,320
280,-1,2180,3,2,1,410
280,-1,2180,3,2,0,70
280,-1,2180,3,2,2,380
280,-1,2180,3,2,0,80
280,-1,2180,3,2,1,920
281,1,1580,3,3,0,260
281,1,1580,3,3,2,460
281,1,1580,3,3,0,70
281,1,1580,3,3,1,370
281,1,1580,3,3,0,80
281,1,1580,3,3,2,340
282,-1,1250,3,2,0,300
282,-1,1250,3,2,1,270
282,-1,1250,3,2,0,70
282,-1,1250,3,2,2,290
282,-1,1250,3,2,0,80
282,-1,1250,3,2,1,240
283,-1,310,3,1,0,240
283,-1,310,3,1,1,70
284,-1,4160,3,1,0,240
284,-1,4160,3,1,1,310
284,-1,4160,3,1,0,70
284,-1,4160,3,1,2,390
284,-1,4160,3,1,0,80
284,-1,4160,3,1,1,630
284,-1,4160,3,1,0,50
284,-1,4160,3,1,2,1830
284,-1,4160,3,1,0,70
284,-1,4160,3,1,1,490
285,1,1610,3,4,0,200
285,1,1610,3,4,1,300
285,1,1610,3,4,0,70
285,1,1610,3,4,2,370
285,1,1610,3,4,0,80
285,1,1610,3,4,1,440
285,1,1610,3,4,0,50
285,1,1610,3,4,2,100
286,1,1030,3,5,0,270
286,1,1030,3,5,1,210
286,1,1030,3,5,0,70
286,1,1030,3,5,2,480
287,-1,1970,3,3,0,240
287,-1,1970,3,3,1,200
287,-1,1970,3,3,0,70
287,-1,1970,3,3,2,580
287,-1,1970,3,3,0,80
287,-1,1970,3,3,1,720
287,-1,1970,3,3,0,50
287,-1,1970,3,3,2,30
288,1,1940,3,4,0,250
288,1,1940,3,4,1,260
288,1,1940,3,4,0,70
288,1,1940,3,4,2,1360
289,-1,940,3,0,0,350
289,-1,940,3,0,2,270
289,-1,940,3,0,0,70
289,-1,940,3,0,1,250
290,1,960,3,5,0,190
290,1,960,3,5,1,260
290,1,960,3,5,0,70
290,1,960,3,5,2,430
290,1,960,3,5,0,10
291,1,3440,3,3,0,210
291,1,3440,3,3,1,360
291,1,3440,3,3,0,70
291,1,3440,3,3,2,490
291,1,3440,3,3,0,80
291,1,3440,3,3,1,700
291,1,3440,3,3,0,50
291,1,3440,3,3,2,820
291,1,3440,3,3,0,70
291,1,3440,3,3,1,590
292,-1,2550,3,1,0,220
292,-1,2550,3,1,1,160
292,-1,2550,3,1,0,70
292,-1,2550,3,1,2,620
292,-1,2550,3,1,0,80
292,-1,2550,3,1,1,460
292,-1,2550,3,1,0,50
292,-1,2550,3,1,2,160
292,-1,2550,3,1,0,70
292,-1,2550,3,1,1,580
292,-1,2550,3,1,0,80
293,-1,3390,3,2,0,230
293,-1,3390,3,2,2,160
293,-1,3390,3,2,0,70
293,-1,3390,3,2,1,1810
293,-1,3390,3,2,0,80
293,-1,3390,3,2,2,1040
294,-1,2540,3,2,0,220
294,-1,2540,3,2,2,190
294,-1,2540,3,2,0,70
294,-1,2540,3,2,1,360
294,-1,2540,3,2,0,80
294,-1,2540,3,2,2,590
294,-1,2540,3,2,0,50
294,-1,2540,3,2,1,980
295,-1,1620,3,5,0,220
295,-1,1620,3,5,1,180
295,-1,1620,3,5,0,70
295,-1,1620,3,5,2,170
295,-1,1620,3,5,0,80
295,-1,1620,3,5,1,900
296,1,790,3,4,0,260
296,1,790,3,4,1,170
296,1,790,3,4,0,70
296,1,790,3,4,2,290
297,-1,480,3,5,0,210
297,-1,480,3,5,1,270
298,-1,890,3,0,0,640
298,-1,890,3,0,2,250
299,-1,1790,3,3,0,210
299,-1,1790,3,3,2,230
299,-1,1790,3,3,0,70
299,-1,1790,3,3,1,1280
300,1,570,3,6,0,210
300,1,570,3,6,2,360
301,-1,1330,3,1,0,390
301,-1,1330,3,1,2,190
301,-1,1330,3,1,0,70
301,-1,1330,3,1,1,680
302,-1,1250,3,1,0,200
302,-1,1250,3,1,2,330
302,-1,1250,3,1,0,70
302,-1,1250,3,1,1,600
302,-1,1250,3,1,0,50
303,1,940,3,5,0,320
303,1,940,3,5,1,270
303,1,940,3,5,0,70
303,1,940,3,5,2,280
304,1,2110,3,4,0,550
304,1,2110,3,4,1,300
304,1,2110,3,4,0,70
304,1,2110,3,4,2,390
304,1,2110,3,4,0,80
304,1,2110,3,4,1,320
304,1,2110,3,4,0,50
304,1,2110,3,4,2,350
305,1,7490,3,4,0,200
305,1,7490,3,4,1,180
305,1,7490,3,4,0,70
305,1,7490,3,4,2,550
305,1,7490,3,4,0,80
305,1,7490,3,4,1,410
305,1,7490,3,4,0,50
305,1,7490,3,4,2,470
305,1,7490,3,4,0,70
305,1,7490,3,4,1,610
305,1,7490,3,4,0,80
305,1,7490,3,4,2,520
305,1,7490,3,4,0,100
305,1,7490,3,4,1,990
305,1,7490,3,4,0,80
305,1,7490,3,4,2,680
305,1,7490,3,4,0,150
305,1,7490,3,4,1,1450
305,1,7490,3,4,0,60
305,1,7490,3,4,2,690
306,-1,5660,3,3,0,290
306,-1,5660,3,3,1,370
306,-1,5660,3,3,0,70
306,-1,5660,3,3,2,570
306,-1,5660,3,3,0,80
306,-1,5660,3,3,1,600
306,-1,5660,3,3,0,50
306,-1,5660,3,3,2,570
306,-1,5660,3,3,0,70
306,-1,5660,3,3,1,1260
306,-1,5660,3,3,0,80
306,-1,5660,3,3,2,1060
306,-1,5660,3,3,0,100
306,-1,5660,3,3,1,150
306,-1,5660,3,3,0,80
306,-1,5660,3,3,2,260
307,-1,2700,3,2,0,210
307,-1,2700,3,2,1,400
307,-1,2700,3,2,0,70
307,-1,2700,3,2,2,520
307,-1,2700,3,2,0,80
307,-1,2700,3,2,1,1420
308,1,2460,3,5,0,180
308,1,2460,3,5,1,140
308,1,2460,3,5,0,70
308,1,2460,3,5,2,420
308,1,2460,3,5,0,80
308,1,2460,3,5,1,540
308,1,2460,3,5,0,50
308,1,2460,3,5,2,980
309,1,600,3,2,0,290
309,1,600,3,2,2,180
309,1,600,3,2,0,70
309,1,600,3,2,1,60
310,1,940,3,5,0,250
310,1,940,3,5,1,210
310,1,940,3,5,0,70
310,1,940,3,5,2,410
311,1,1200,3,5,0,330
311,1,1200,3,5,1,310
311,1,1200,3,5,0,70
311,1,1200,3,5,2,490
312,-1,1390,3,4,0,200
312,-1,1390,3,4,2,140
312,-1,1390,3,4,0,70
312,-1,1390,3,4,1,980
313,1,780,3,4,0,340
313,1,780,3,4,1,300
313,1,780,3,4,0,70
313,1,780,3,4,2,70
314,1,820,3,0,0,210
314,1,820,3,0,2,270
314,1,820,3,0,0,70
314,1,820,3,0,1,270
315,-1,1620,3,0,0,200
315,-1,1620,3,0,1,290
315,-1,1620,3,0,0,70
315,-1,1620,3,0,2,210
315,-1,1620,3,0,0,80
315,-1,1620,3,0,1,770
316,1,510,3,0,0,190
316,1,510,3,0,2,320
317,1,920,3,6,0,310
317,1,920,3,6,1,170
317,1,920,3,6,0,70
317,1,920,3,6,2,370
318,1,740,3,6,0,270
318,1,740,3,6,2,470
319,-1,1590,3,1,0,280
319,-1,1590,3,1,1,320
319,-1,1590,3,1,0,70
319,-1,1590,3,1,2,530
319,-1,1590,3,1,0,80
319,-1,1590,3,1,1,310
320,-1,250,3,3,0,250
321,1,2560,3,6,0,220
321,1,2560,3,6,2,380
321,1,2560,3,6,0,70
321,1,2560,3,6,1,1430
321,1,2560,3,6,0,80
321,1,2560,3,6,2,380
322,-1,620,3,0,0,210
322,-1,620,3,0,1,410
323,-1,3540,3,2,0,320
323,-1,3540,3,2,2,250
323,-1,3540,3,2,0,70
323,-1,3540,3,2,1,360
323,-1,3540,3,2,0,80
323,-1,3540,3,2,2,620
323,-1,3540,3,2,0,50
323,-1,3540,3,2,1,590
323,-1,3540,3,2,0,70
323,-1,3540,3,2,2,230
323,-1,3540,3,2,0,80
323,-1,3540,3,2,1,820
324,-1,1960,3,1,0,260
324,-1,1960,3,1,1,400
324,-1,1960,3,1,0,70
324,-1,1960,3,1,2,460
324,-1,1960,3,1,0,80
324,-1,1960,3,1,1,690
325,1,1570,3,6,0,380
325,1,1570,3,6,2,200
325,1,1570,3,6,0,70
325,1,1570,3,6,1,600
325,1,1570,3,6,0,80
325,1,1570,3,6,2,240
326,1,5020,3,4,0,250
326,1,5020,3,4,1,220
326,1,5020,3,4,0,70
326,1,5020,3,4,2,480
326,1,5020,3,4,0,80
326,1,5020,3,4,1,2510
326,1,5020,3,4,0,50
326,1,5020,3,4,2,1050
326,1,5020,3,4,0,70
326,1,5020,3,4,1,240
327,1,5470,3,4,0,290
327,1,5470,3,4,1,360
327,1,5470,3,4,0,70
327,1,5470,3,4,2,620
327,1,5470,3,4,0,80
327,1,5470,3,4,1,1290
327,1,5470,3,4,0,50
327,1,5470,3,4,2,300
327,1,5470,3,4,0,70
327,1,5470,3,4,1,940
327,1,5470,3,4,0,80
327,1,5470,3,4,2,1320
328,1,1930,3,5,0,420
328,1,1930,3,5,1,220
328,1,1930,3,5,0,70
328,1,1930,3,5,2,320
328,1,1930,3,5,0,80
328,1,1930,3,5,1,730
328,1,1930,3,5,0,50
328,1,1930,3,5,2,40
329,1,650,3,5,0,240
329,1,650,3,5,1,130
329,1,650,3,5,0,70
329,1,650,3,5,2,210
330,-1,680,3,1,0,240
