parcode,trial,rt,choice,valueLeft,valueRight
0,0,1962,-1,0,1.5
0,5,1188,-1,1.5,0.5
0,9,987,-1,1,0
0,13,873,1,0,1.5
0,14,1205,1,0,1
0,15,1085,1,0,1
0,16,1133,-1,1.5,0
0,18,908,1,0.5,1.5
0,24,1589,1,0.5,1.5
0,26,1891,1,0,1
0,28,1239,-1,1.5,0
0,33,1009,1,0,1
0,36,1625,-1,1,0
0,38,1259,1,0,1
0,39,1109,1,0.5,1.5
0,44,1765,1,1.5,0.5
0,45,1079,1,0,1
0,49,1885,1,0,1
0,51,2425,-1,1,0
0,59,1397,1,0,1.5
0,65,1505,-1,1,0
0,66,1149,-1,1,0
0,68,1877,-1,1,0
0,70,1175,-1,1,0
0,72,1445,-1,1.5,0
0,73,1085,-1,1,0
0,76,977,-1,1,0
0,77,977,1,0.5,1.5
0,80,992,1,0.5,1.5
0,86,1777,-1,1.5,0
0,87,1551,1,0,1.5
0,89,1395,1,0.5,1.5
0,90,3322,-1,1.5,0.5
0,93,1511,-1,1.5,0.5
0,94,1173,-1,1.5,0
0,97,2412,1,0,1.5
0,98,1585,1,0,1.5
0,99,1095,1,0,1
0,101,1597,-1,1.5,0.5
0,105,3073,1,0,1
0,108,1437,-1,1,0
0,110,3913,-1,0,1
0,113,1191,-1,1.5,0
0,114,1735,1,0,1.5
0,115,1325,-1,1,0
0,118,1288,-1,1,0
0,122,1127,1,0,1
0,130,1499,1,0,1
0,131,1811,1,0,1
0,132,917,-1,1,0
0,134,1052,1,0,1.5
0,135,3078,1,1.5,0.5
0,141,995,-1,1.5,0.5
0,145,943,1,0,1
0,148,2163,-1,1,0
0,150,947,-1,1.5,0.5
0,152,1141,-1,1.5,0.5
0,153,1001,-1,1.5,0
0,154,960,-1,1,0
0,157,1033,1,0,1
0,161,947,1,0,1
0,164,1329,-1,1,0
0,169,1075,1,0,1
0,170,1108,1,0.5,1.5
0,171,1097,1,0.5,1.5
0,172,922,1,0,1
0,173,1016,-1,1,0
0,174,1212,-1,1,0
0,178,1109,-1,1,0
0,179,889,1,0,1
0,181,868,1,0.5,1.5
0,182,889,-1,1,0
0,183,1303,1,0,1.5
0,184,1138,-1,1,0
0,186,1464,-1,1.5,0
0,187,1191,-1,1,0
0,191,1215,-1,0,1
0,193,1065,1,0.5,1.5
0,195,631,-1,1.5,0
0,198,1505,1,1,0
0,200,960,-1,1.5,0
0,203,1131,1,0,1
0,204,1159,-1,1,0
0,211,1387,1,0.5,1.5
0,215,1017,1,0,1.5
0,220,1217,-1,1.5,0.5
0,223,1111,1,0.5,1.5
0,224,963,-1,1.5,0
0,227,1186,1,0,1
0,229,1055,1,0,1
0,232,1032,-1,1.5,0.5
0,233,1296,-1,1.5,0
0,236,1295,-1,1.5,0.5
0,240,1254,1,0.5,1.5
0,244,1016,1,0,1.5
0,246,973,1,0,1.5
0,247,1185,-1,1.5,0
0,252,1012,1,0,1
0,256,2310,-1,0,1
0,257,1251,1,0,1
0,259,1113,-1,1,0
0,260,970,1,0,1.5
0,263,1163,-1,1.5,0.5
0,265,1068,1,0.5,1.5
0,268,1342,-1,1.5,0.5
0,269,1520,1,0,1.5
0,270,1156,-1,1,0
0,271,1226,1,0,1
0,272,788,-1,1.5,0.5
0,275,1021,-1,1,0
0,278,1494,-1,1,0
0,281,1027,1,0,1
0,284,1347,1,0.5,1.5
0,287,952,1,0,1.5
0,289,1835,1,1,0
0,291,787,1,0.5,1.5
0,292,1934,-1,1,0
0,293,1404,-1,1,0
0,294,1008,1,0,1
0,298,952,-1,1.5,0
0,300,1156,-1,1,0
0,310,2111,-1,0,1.5
0,316,1099,-1,1.5,0.5
0,320,1205,1,1,0
0,324,1009,1,0,1.5
0,325,1299,1,0,1
0,326,911,1,0,1
0,327,1973,-1,1.5,0
0,329,1401,1,0.5,1.5
0,335,1208,1,0.5,1.5
0,338,2571,-1,0,1
0,340,1567,-1,1.5,0
0,345,2067,1,0,1
0,346,1075,1,0,1
0,349,1887,-1,1,0
0,351,1003,-1,0,1
0,352,1653,-1,0.5,1.5
0,357,1171,-1,1.5,0.5
0,358,1557,1,0,1
0,362,1339,1,0,1
0,364,1291,-1,1,0
0,376,1419,-1,1,0
0,377,961,-1,1,0
0,379,1881,1,1,0
0,382,1137,-1,1.5,0
0,383,1305,-1,1,0
0,385,1021,1,0.5,1.5
0,387,1807,1,0.5,1.5
0,392,2195,-1,1.5,0
0,393,1513,1,0,1.5
0,395,1083,1,0.5,1.5
0,396,1175,-1,1.5,0.5
0,399,1461,-1,1.5,0.5
0,400,875,-1,1.5,0
0,403,1261,1,0,1.5
0,404,941,1,0,1.5
0,405,1028,1,0,1
0,407,2033,-1,1.5,0.5
0,411,887,1,0,1
0,414,1277,-1,1,0
0,416,2833,1,0,1
0,419,1117,-1,1.5,0
0,420,1477,1,0,1.5
0,421,1929,-1,1,0
0,424,1257,-1,1,0
0,428,1313,1,0,1
0,436,951,1,0,1
0,437,1079,1,0,1
0,438,1347,-1,1,0
0,440,837,1,0,1.5
0,441,1770,-1,1.5,0.5
0,445,1153,-1,1.5,0.5
0,449,1679,-1,0,1
0,452,1111,-1,1,0
0,454,827,-1,1.5,0.5
0,456,1821,-1,1.5,0.5
0,457,983,-1,1.5,0
0,458,727,-1,1,0
0,459,1003,1,0,1
0,463,887,-1,0,1
0,467,1228,-1,1,0
0,473,968,1,0,1
0,474,1179,1,0.5,1.5
0,475,963,1,0,1
0,476,1123,1,0.5,1.5
0,477,915,1,0,1
0,478,1255,-1,1,0
0,479,1487,-1,1,0
0,483,1109,-1,1,0
0,485,959,1,0,1
0,486,2995,1,0.5,1.5
0,487,959,-1,1,0
0,488,713,1,0,1.5
0,489,1219,-1,1,0
0,491,1099,-1,1.5,0
0,495,1027,1,0,1
0,496,1049,-1,1.5,0
0,498,1317,1,0.5,1.5
0,500,782,-1,1.5,0
0,504,1301,-1,1,0
0,506,1121,-1,1.5,0
0,509,1317,1,0,1
0,510,1227,-1,1,0
0,518,1415,1,0.5,1.5
0,521,1419,-1,1.5,0.5
0,523,1079,1,0,1.5
0,530,1051,1,0.5,1.5
0,531,1047,-1,1.5,0
0,534,949,1,0,1
0,536,751,1,0,1
0,539,1295,-1,1.5,0.5
0,540,1104,-1,1.5,0
0,543,1274,-1,1.5,0.5
0,547,1703,1,0.5,1.5
0,552,993,1,0,1.5
0,555,959,1,0,1.5
0,556,889,-1,1.5,0
0,557,1073,-1,1.5,0
0,566,1031,1,0,1
0,571,791,1,0,1.5
0,574,799,1,0,1
0,575,1150,-1,0,1
0,576,879,-1,0,1
0,578,1285,-1,1,0
0,579,776,-1,0,1.5
0,582,862,-1,1.5,0.5
0,584,1942,-1,0.5,1.5
0,587,977,-1,1.5,0.5
0,588,843,1,0,1.5
0,589,1237,-1,1,0
0,590,2354,-1,0,1
0,591,1069,-1,1.5,0.5
0,594,1215,-1,1,0
0,597,1285,-1,1,0
0,600,1264,1,0,1
0,603,1023,1,0.5,1.5
0,606,998,1,0,1.5
0,608,1515,-1,1,0
0,610,958,1,0.5,1.5
0,611,1600,-1,1,0
0,612,1352,-1,1,0
0,613,1055,1,0,1
0,617,1191,-1,1.5,0
0,619,1159,-1,1,0
0,629,1868,-1,0,1.5
0,635,1335,-1,1.5,0.5
0,639,1779,-1,1,0
0,643,915,1,0,1.5
0,644,898,1,0,1
0,645,1943,1,0,1
0,646,1001,-1,1.5,0
0,648,921,1,0.5,1.5
0,654,1323,1,0.5,1.5
0,657,1431,-1,0,1
0,659,1135,-1,1.5,0
0,664,827,1,0,1
0,665,829,1,0,1
0,668,1093,-1,1,0
0,670,979,-1,0,1
0,671,1305,1,0.5,1.5
0,676,953,-1,1.5,0.5
0,677,941,1,0,1
0,681,1441,1,0,1
0,683,1211,-1,1,0
0,691,1483,1,0,1.5
0,697,1713,-1,1,0
0,698,1150,-1,1,0
0,700,983,1,1,0
0,702,2141,1,1,0
0,704,1511,-1,1.5,0
0,705,1425,-1,1,0
0,709,1443,-1,1,0
0,710,985,1,0.5,1.5
0,713,1365,-1,0.5,1.5
0,719,1457,-1,1.5,0
0,720,931,1,0,1.5
0,722,937,1,0.5,1.5
0,723,1169,-1,1.5,0.5
0,726,1549,-1,1.5,0.5
0,727,1117,-1,1.5,0
0,730,1023,1,0,1.5
0,731,1005,1,0,1.5
0,732,1063,1,0,1
0,734,1385,-1,1.5,0.5
0,738,749,1,0,1
0,741,1299,-1,1,0
0,743,1913,1,0,1
0,746,887,-1,1.5,0
0,747,1065,1,0,1.5
0,748,1372,-1,1,0
0,751,907,-1,1,0
0,755,997,1,0,1
0,763,979,1,0,1
0,764,1035,1,0,1
0,765,941,-1,1,0
0,767,993,1,0,1.5
0,768,1107,-1,1.5,0.5
0,774,1025,-1,1.5,0.5
0,778,761,1,0,1
0,781,1357,-1,1,0
0,783,1199,-1,1.5,0.5
0,785,784,-1,1.5,0.5
0,786,1113,-1,1.5,0
0,787,1732,1,1,0
0,790,1067,1,0,1
0,794,1033,1,0,1
0,798,1265,-1,1,0
0,804,1025,1,0,1
0,805,1175,1,0.5,1.5
0,806,813,1,0,1
0,807,1197,1,0.5,1.5
0,808,1215,1,0,1
0,809,1135,-1,1,0
0,810,1337,-1,1,0
0,814,1127,-1,1,0
0,816,1124,1,0,1
0,818,951,1,0.5,1.5
0,819,1163,-1,1,0
0,820,1217,1,0,1.5
0,821,967,-1,1,0
0,823,1011,-1,1.5,0
0,824,1317,1,1,0
0,829,1079,-1,0,1
0,830,1201,-1,1.5,0
0,832,851,1,0.5,1.5
0,834,1127,-1,1.5,0
0,838,1289,1,1,0
0,840,859,-1,1.5,0
0,843,1113,1,0,1
0,844,1273,-1,1,0
0,852,1021,1,0.5,1.5
0,855,1193,-1,1.5,0.5
0,857,861,1,0,1.5
0,862,1221,-1,1.5,0.5
0,865,1046,1,0.5,1.5
0,866,1447,-1,1.5,0
0,869,1123,1,0,1
0,871,1023,1,0,1
0,874,1123,-1,1.5,0.5
0,875,1083,-1,1.5,0
0,878,1269,-1,1.5,0.5
0,883,1517,-1,0.5,1.5
0,888,1338,1,0,1.5
0,891,826,1,0,1.5
0,892,837,-1,1.5,0
0,893,795,-1,1.5,0
0,902,1259,1,0,1
0,906,693,1,0,1.5
0,909,1189,-1,0,1
0,910,787,1,0,1
0,911,1081,1,0,1
0,913,1251,-1,1,0
0,914,895,1,0,1.5
0,917,845,-1,1.5,0.5
0,918,677,1,0.5,1.5
0,921,936,-1,1.5,0.5
0,922,1191,1,0,1.5
0,923,1099,-1,1,0
0,924,1292,1,0,1
0,925,1147,-1,1.5,0.5
0,928,1530,-1,1,0
0,931,1721,-1,1,0
0,936,983,1,0.5,1.5
0,939,943,1,0,1.5
0,941,1105,-1,1,0
0,943,1058,1,0.5,1.5
0,944,1233,-1,1,0
0,945,1215,-1,1,0
0,946,1113,1,0,1
0,950,725,-1,1.5,0
0,952,949,-1,1,0
0,962,853,1,0,1.5
0,968,907,-1,1.5,0.5
0,972,1349,-1,1,0
0,976,1015,1,0,1.5
0,977,1027,1,0,1
0,978,1109,1,0,1
0,979,1277,-1,1.5,0
0,981,1119,1,0.5,1.5
0,987,1265,1,0.5,1.5
0,990,2245,-1,0,1
0,992,951,-1,1.5,0
0,997,1627,1,0,1
0,998,995,1,0,1
0,1001,2451,-1,1,0
0,1003,1175,-1,0,1
0,1004,1629,-1,0.5,1.5
0,1009,1001,-1,1.5,0.5
0,1010,2073,1,0,1
0,1014,2075,-1,0,1
0,1016,1025,-1,1,0
0,1024,1545,1,0,1.5
0,1030,1165,-1,1,0
0,1031,1020,-1,1,0
0,1033,3755,1,1,0
0,1035,2977,1,1,0
0,1037,1485,-1,1.5,0
0,1038,1925,-1,1,0
0,1042,1455,-1,1,0
0,1043,939,1,0.5,1.5
0,1046,1081,1,0.5,1.5
0,1052,999,-1,1.5,0
0,1053,951,1,0,1.5
0,1055,885,1,0.5,1.5
0,1056,995,-1,1.5,0.5
0,1059,1789,-1,1.5,0.5
0,1060,1001,-1,1.5,0
0,1063,1134,1,0,1.5
0,1064,989,1,0,1.5
0,1065,989,1,0,1
0,1067,1745,-1,1.5,0.5
0,1071,871,1,0,1
0,1074,1321,-1,1,0
0,1076,981,1,0,1
0,1079,1275,-1,1.5,0
0,1080,985,1,0,1.5
0,1081,1247,-1,1,0
0,1084,1358,-1,1,0
0,1088,2103,1,0,1
0,1096,1156,1,0,1
0,1097,942,1,0,1
0,1098,1733,-1,1,0
0,1100,1047,1,0,1.5
0,1101,1186,-1,1.5,0.5
0,1107,931,-1,1.5,0.5
0,1111,939,1,0,1
0,1114,1137,-1,1,0
0,1116,935,-1,1.5,0.5
0,1118,963,-1,1.5,0.5
0,1119,1155,-1,1.5,0
0,1120,1119,-1,1,0
0,1123,1417,-1,0,1
0,1127,937,1,0,1
0,1131,1479,-1,1,0
0,1137,963,1,0,1
0,1138,1267,1,0.5,1.5
0,1139,963,1,0,1
0,1140,917,1,0.5,1.5
0,1141,1663,-1,0,1
0,1142,1145,-1,1,0
0,1143,1293,-1,1,0
0,1147,1063,-1,1,0
0,1149,1139,1,0,1
0,1151,883,1,0.5,1.5
0,1152,1759,-1,1,0
0,1153,1227,1,0,1.5
0,1154,1171,-1,1,0
0,1156,1076,-1,1.5,0
0,1157,2597,1,1,0
0,1162,2279,1,0,1
0,1163,1017,-1,1.5,0
0,1165,1011,1,0.5,1.5
0,1167,1035,-1,1.5,0
0,1171,1125,-1,1,0
0,1173,983,-1,1.5,0
0,1176,1122,1,0,1
0,1177,1125,-1,1,0
0,1185,2137,1,0.5,1.5
0,1188,1187,-1,1.5,0.5
0,1190,1017,1,0,1.5
0,1195,1055,-1,1.5,0.5
0,1198,1137,1,0.5,1.5
0,1199,1007,-1,1.5,0
0,1203,737,1,0,1
0,1206,1125,-1,1.5,0.5
0,1207,937,-1,1.5,0
0,1210,1173,-1,1.5,0.5
0,1215,1819,1,0.5,1.5
0,1220,925,1,0,1.5
0,1223,1215,1,0,1.5
0,1224,1331,-1,1.5,0
0,1225,1399,-1,1.5,0
0,1234,1051,1,0,1
0,1239,1073,1,0,1.5
0,1242,1125,1,0,1
0,1243,1567,1,0,1
0,1244,2541,1,0,1
0,1246,907,-1,1,0
0,1247,1215,1,0,1.5
0,1250,1289,-1,1.5,0.5
0,1252,1187,1,0.5,1.5
0,1255,879,-1,1.5,0.5
0,1256,891,1,0,1.5
0,1257,1363,-1,1,0
0,1258,903,1,0,1
0,1259,891,-1,1.5,0.5
0,1262,1009,-1,1,0
0,1265,1155,-1,1,0
0,1268,1081,1,0,1
0,1271,967,1,0.5,1.5
0,1274,939,1,0,1.5
0,1276,1245,-1,1,0
0,1278,1011,1,0.5,1.5
0,1279,1233,-1,1,0
0,1280,1177,-1,1,0
0,1281,1119,1,0,1
0,1285,1179,-1,1.5,0
0,1287,1981,-1,1,0
1,1,1035,1,0,1.5
1,7,1683,-1,1.5,0.5
1,11,1223,-1,1,0
1,15,959,1,0,1.5
1,16,803,1,0,1
1,17,897,-1,1.5,0
1,19,1205,1,0.5,1.5
1,25,921,1,0.5,1.5
1,28,2374,-1,0,1
1,30,793,-1,1.5,0
1,35,887,1,0,1
1,36,703,1,0,1
1,39,859,-1,1,0
1,41,1007,1,0,1
1,42,917,-1,0.5,1.5
1,47,1219,-1,1.5,0.5
1,48,1117,1,0,1
1,52,991,1,0,1
1,54,737,-1,1,0
1,62,707,1,0,1.5
1,68,1299,-1,1,0
1,69,1579,1,1,0
1,71,1477,-1,1,0
1,73,851,-1,1,0
1,75,649,-1,1,0
1,79,1003,-1,1,0
1,80,957,1,0.5,1.5
1,83,1034,1,0.5,1.5
1,89,1155,-1,1.5,0
1,90,825,1,0,1.5
1,92,1193,1,0.5,1.5
1,93,2018,-1,1.5,0.5
1,96,893,-1,1.5,0.5
1,97,774,-1,1.5,0
1,100,971,1,0,1.5
1,101,959,1,0,1.5
1,102,895,1,0,1
1,104,1011,1,1.5,0.5
1,108,755,1,0,1
1,111,1471,-1,1,0
1,113,869,1,0,1
1,116,2095,-1,1.5,0
1,117,893,1,0,1.5
1,118,1423,-1,1,0
1,121,1629,-1,1,0
1,124,793,1,0,1
1,132,1157,1,0,1
1,133,1171,1,0,1
1,134,979,-1,1,0
1,136,893,1,0,1.5
1,137,1294,-1,1.5,0.5
1,143,1701,-1,1.5,0.5
1,147,877,1,0,1
1,150,1045,-1,1,0
1,152,933,-1,1.5,0.5
1,154,875,-1,1.5,0.5
1,155,999,-1,1.5,0
1,156,707,-1,1,0
1,159,611,1,0,1
1,163,2195,1,0,1
1,167,1499,-1,1,0
1,173,829,1,0,1
1,174,2691,-1,0.5,1.5
1,175,797,1,0,1
1,176,1587,1,0.5,1.5
1,177,1049,1,0,1
1,178,1031,-1,1,0
1,179,2393,-1,1,0
1,183,1619,-1,1,0
1,185,1057,1,0,1
1,187,1023,1,0.5,1.5
1,188,915,-1,1,0
1,189,979,1,0,1.5
1,190,1139,-1,1,0
1,192,1031,-1,1.5,0
1,193,1265,-1,1,0
1,198,1789,1,0,1
1,199,949,-1,1.5,0
1,201,1211,1,0.5,1.5
1,203,1129,-1,1.5,0
1,207,561,-1,1,0
1,209,1257,-1,1.5,0
1,212,821,1,0,1
1,213,1177,-1,1,0
1,221,1244,1,0.5,1.5
1,224,1197,-1,1.5,0.5
1,226,789,1,0,1.5
1,231,1615,-1,1.5,0.5
1,234,1148,1,0.5,1.5
1,235,1051,-1,1.5,0
1,238,943,1,0,1
1,240,814,1,0,1
1,243,1383,-1,1.5,0.5
1,244,971,-1,1.5,0
1,247,1258,-1,1.5,0.5
1,252,859,1,0.5,1.5
1,257,939,1,0,1.5
1,260,933,1,0,1.5
1,261,1115,-1,1.5,0
1,270,845,1,0,1
1,275,800,1,0,1.5
1,278,1567,1,0,1
1,279,1109,1,0,1
1,280,958,1,0,1
1,282,1099,-1,1,0
1,283,875,1,0,1.5
1,286,1437,-1,1.5,0.5
1,288,1025,1,0.5,1.5
1,291,1149,-1,1.5,0.5
1,292,891,1,0,1.5
1,293,1363,-1,1,0
1,294,1133,1,0,1
1,295,1307,-1,1.5,0.5
1,298,1423,-1,1,0
1,301,1240,-1,1,0
1,304,1134,1,0,1
1,307,867,1,0.5,1.5
1,310,897,1,0,1.5
1,312,907,1,1,0
1,314,879,1,0.5,1.5
1,315,1445,-1,1,0
1,316,1003,-1,1,0
1,317,1103,1,0,1
1,321,1373,-1,1.5,0
1,323,1396,-1,1,0
1,333,999,1,0,1.5
1,339,1191,-1,1.5,0.5
1,343,1123,-1,1,0
1,347,819,1,0,1.5
1,348,759,1,0,1
1,349,1617,1,0,1
1,350,885,-1,1.5,0
1,352,1565,1,0.5,1.5
1,358,1271,1,0.5,1.5
1,361,985,1,0,1
1,363,1099,-1,1.5,0
1,368,1344,1,0,1
1,369,635,1,0,1
1,372,1049,-1,1,0
1,374,2921,1,0,1
1,375,2947,1,0.5,1.5
1,380,1207,-1,1.5,0.5
1,381,957,1,0,1
1,385,1083,1,0,1
1,387,881,-1,1,0
1,395,885,1,0,1.5
1,401,1265,-1,1,0
1,402,1491,-1,1,0
1,404,1403,-1,1,0
1,406,1211,-1,1,0
1,408,1315,-1,1.5,0
1,409,1283,-1,1,0
1,413,1045,-1,1,0
1,414,947,1,0.5,1.5
1,417,1133,1,0.5,1.5
1,423,1091,-1,1.5,0
1,424,847,1,0,1.5
1,426,1189,1,0.5,1.5
1,427,1015,-1,1.5,0.5
1,430,1365,-1,1.5,0.5
1,431,863,-1,1.5,0
1,434,631,1,0,1.5
1,435,951,1,0,1.5
1,436,919,1,0,1
1,438,1033,-1,1.5,0.5
1,442,753,1,0,1
1,445,1189,-1,1,0
1,447,1931,-1,0,1
1,450,1117,-1,1.5,0
1,451,1147,1,0,1.5
1,452,1185,-1,1,0
1,455,1733,-1,1,0
1,459,1013,1,0,1
1,467,915,1,0,1
1,468,1307,1,0,1
1,469,949,-1,1,0
1,471,1033,1,0,1.5
1,472,1465,-1,1.5,0.5
1,478,859,-1,1.5,0.5
1,482,1385,1,0,1
1,485,1039,-1,1,0
1,487,1311,-1,1.5,0.5
1,489,1645,-1,1.5,0.5
1,490,931,-1,1.5,0
1,491,895,-1,1,0
1,494,1049,1,0,1
1,497,1089,1,0,1
1,501,1567,-1,1,0
1,507,1186,1,0,1
1,508,931,1,0.5,1.5
1,509,821,1,0,1
1,510,1458,1,0.5,1.5
1,511,927,1,0,1
1,512,1199,-1,1,0
1,513,1409,-1,1,0
1,517,1557,-1,1,0
1,519,1063,1,0,1
1,521,1649,1,0.5,1.5
1,522,1317,-1,1,0
1,523,901,1,0,1.5
1,524,1553,-1,1,0
1,526,1051,-1,1.5,0
1,527,3021,-1,1,0
1,532,2289,-1,0,1
1,533,1115,-1,1.5,0
1,535,799,1,0.5,1.5
1,537,1225,-1,1.5,0
1,541,897,-1,1,0
1,543,1251,-1,1.5,0
1,546,1008,1,0,1
1,547,1129,-1,1,0
1,555,1331,1,0.5,1.5
1,558,5441,1,1.5,0.5
1,560,2137,1,0,1.5
1,565,1371,-1,1.5,0.5
1,568,1913,-1,0.5,1.5
1,569,1893,-1,1.5,0
1,572,1063,1,0,1
1,574,926,1,0,1
1,577,1077,-1,1.5,0.5
1,578,971,-1,1.5,0
1,581,1229,-1,1.5,0.5
1,586,1415,1,0.5,1.5
1,591,1169,1,0,1.5
1,594,929,1,0,1.5
1,595,1059,-1,1.5,0
1,596,871,-1,1.5,0
1,605,1003,1,0,1
1,610,1051,1,0,1.5
1,613,989,-1,0,1
1,614,937,1,0,1
1,615,985,1,0,1
1,617,1285,-1,1,0
1,618,1172,1,0,1.5
1,621,963,-1,1.5,0.5
1,623,895,1,0.5,1.5
1,626,1353,-1,1.5,0.5
1,627,2169,1,0,1.5
1,628,1129,-1,1,0
1,629,935,1,0,1
1,630,1845,-1,1.5,0.5
1,633,947,-1,1,0
1,636,811,-1,1,0
1,639,4815,-1,0,1
1,642,915,1,0.5,1.5
1,645,1109,1,0,1.5
1,647,784,-1,1,0
1,649,1527,-1,0.5,1.5
1,650,1325,-1,1,0
1,651,1353,-1,1,0
1,652,937,1,0,1
1,656,1351,-1,1.5,0
1,658,1163,-1,1,0
1,665,941,1,0,1.5
1,671,945,-1,1.5,0.5
1,675,1199,-1,1,0
1,679,771,1,0,1.5
1,680,1049,1,0,1
1,681,701,1,0,1
1,682,1063,-1,1.5,0
1,684,1241,1,0.5,1.5
1,690,1411,1,0.5,1.5
1,694,2517,1,1.5,0
1,699,923,1,0,1
1,700,1453,-1,0,1
1,703,1067,-1,1,0
1,705,1153,1,0,1
1,706,927,-1,0.5,1.5
1,711,1004,-1,1.5,0.5
1,712,925,1,0,1
1,716,885,1,0,1
1,718,1409,-1,1,0
1,726,828,1,0,1.5
1,732,923,-1,1,0
1,733,1215,-1,1,0
1,735,939,-1,1,0
1,737,1125,-1,1,0
1,739,1045,-1,1.5,0
1,740,941,-1,1,0
1,744,903,-1,1,0
1,745,911,1,0.5,1.5
1,748,901,1,0.5,1.5
1,754,942,-1,1.5,0
1,755,1107,1,0,1.5
1,757,1141,1,0.5,1.5
1,758,1013,-1,1.5,0.5
1,761,1299,-1,1.5,0.5
1,762,675,-1,1.5,0
1,765,780,1,0,1.5
1,766,979,1,0,1.5
1,767,805,1,0,1
1,769,1903,-1,1.5,0.5
1,773,897,1,0,1
1,776,1173,-1,1,0
1,778,739,1,0,1
1,781,763,-1,1.5,0
1,782,672,1,0,1.5
1,783,1149,-1,1,0
1,786,947,-1,1,0
1,790,1503,1,0,1
1,798,867,1,0,1
1,799,925,1,0,1
1,800,829,-1,1,0
1,802,964,1,0,1.5
1,803,3637,-1,1.5,0.5
1,809,853,-1,1.5,0.5
1,813,1840,-1,0,1
1,816,1161,-1,1,0
1,818,711,-1,1.5,0.5
1,820,2089,-1,1.5,0.5
1,821,997,-1,1.5,0
1,822,861,-1,1,0
1,825,775,1,0,1
1,829,961,1,0,1
1,833,964,-1,1,0
1,839,1012,1,0,1
1,840,965,1,0.5,1.5
1,841,879,1,0,1
1,842,1643,-1,0.5,1.5
1,843,835,1,0,1
1,844,893,-1,1,0
1,845,1162,-1,1,0
1,849,1079,-1,1,0
1,851,713,1,0,1
1,853,843,1,0.5,1.5
1,854,859,1,0,1.5
1,855,1077,-1,1,0
1,857,1295,-1,1.5,0
1,858,1357,-1,1,0
1,863,1569,-1,0,1
1,864,1445,-1,1.5,0
1,866,911,1,0.5,1.5
1,868,675,-1,1.5,0
1,872,1009,-1,1,0
1,876,1205,1,0,1
1,877,1087,-1,1,0
1,885,1310,1,0.5,1.5
1,888,1263,-1,1.5,0.5
1,890,781,1,0,1.5
1,895,1125,-1,1.5,0.5
1,898,1072,1,0.5,1.5
1,899,1077,-1,1.5,0
1,902,815,1,0,1
1,904,871,1,0,1
1,907,3245,-1,1.5,0.5
1,908,1105,-1,1.5,0
1,911,2779,-1,1.5,0.5
1,916,755,1,0.5,1.5
1,921,1283,1,0,1.5
1,924,1029,1,0,1.5
1,925,799,-1,1.5,0
1,926,1069,-1,1.5,0
1,935,820,1,0,1
1,940,581,1,0,1.5
1,943,3319,-1,0,1
1,944,793,1,0,1
1,945,1063,1,0,1
1,947,909,-1,1,0
1,948,861,1,0,1.5
1,951,963,-1,1.5,0.5
1,953,833,1,0.5,1.5
1,956,1167,-1,1.5,0.5
1,957,909,1,0,1.5
1,958,929,-1,1,0
1,959,877,1,0,1
1,960,1269,-1,1.5,0.5
1,963,1517,-1,1,0
1,967,848,1,0,1
1,970,1441,1,0.5,1.5
1,973,1069,1,0,1.5
1,975,1067,-1,1,0
1,977,947,1,0.5,1.5
1,978,1425,-1,1,0
1,979,1335,-1,1,0
1,980,967,1,0,1
1,984,795,-1,1.5,0
1,986,1249,-1,1,0
1,996,1155,1,0,1.5
1,1002,1887,-1,1.5,0.5
1,1006,1019,-1,1,0
1,1010,667,1,0,1.5
1,1011,1159,1,0,1
1,1012,619,1,0,1
1,1013,1181,-1,1.5,0
1,1015,1139,-1,0.5,1.5
1,1021,809,-1,0.5,1.5
1,1024,785,1,0,1
1,1026,687,-1,1.5,0
1,1031,1139,1,0,1
1,1032,744,1,0,1
1,1035,1163,-1,1,0
1,1037,981,1,0,1
1,1038,2573,1,0.5,1.5
1,1043,809,-1,1.5,0.5
1,1044,1077,1,0,1
1,1048,933,1,0,1
1,1050,1571,-1,1,0
1,1058,949,1,0,1.5
1,1064,1343,-1,1,0
1,1065,1001,-1,1,0
1,1067,2119,-1,1,0
1,1069,969,-1,1,0
1,1071,955,-1,1.5,0
1,1072,961,-1,1,0
1,1076,805,-1,1,0
1,1077,881,1,0.5,1.5
1,1080,781,1,0.5,1.5
1,1086,2781,-1,1.5,0
1,1087,849,1,0,1.5
1,1089,981,1,0.5,1.5
1,1090,929,-1,1.5,0.5
1,1093,1081,-1,1.5,0.5
1,1094,1069,-1,1.5,0
1,1097,729,1,0,1.5
1,1098,1103,1,0,1.5
1,1099,981,1,0,1
1,1101,2675,1,1.5,0.5
1,1105,1127,1,0,1
1,1108,977,-1,1,0
1,1110,1013,1,0,1
1,1113,981,-1,1.5,0
1,1114,939,1,0,1.5
1,1115,985,-1,1,0
1,1118,1115,-1,1,0
1,1122,1731,1,0,1
1,1130,1363,1,0,1
1,1131,983,1,0,1
1,1132,1237,-1,1,0
1,1134,982,1,0,1.5
1,1135,1249,-1,1.5,0.5
1,1141,675,-1,1.5,0.5
1,1145,953,1,0,1
1,1148,1008,-1,1,0
1,1150,681,-1,1.5,0.5
1,1152,1425,-1,1.5,0.5
1,1153,697,-1,1.5,0
1,1156,803,1,0,1
1,1160,1431,1,0,1
1,1164,1107,-1,1,0
1,1170,681,1,0,1
1,1171,771,1,0.5,1.5
