parcode,trial,rt,choice,valueLeft,valueRight
5,983,875,1,0,1
5,985,919,1,0.5,1.5
5,986,693,-1,1.5,0
5,990,709,1,0,1
5,991,1285,-1,1,0
5,999,3331,1,0.5,1.5
5,1002,825,-1,1.5,0.5
5,1004,627,1,0,1.5
5,1013,611,1,0,1
5,1015,997,-1,1.5,0.5
5,1017,1155,1,1.5,0.5
5,1022,1187,1,0.5,1.5
5,1027,729,-1,1.5,0
5,1039,1181,1,0,1
5,1040,1487,1,0,1
5,1042,801,-1,1,0
5,1043,855,1,0,1.5
5,1046,809,-1,1.5,0.5
5,1048,827,1,0.5,1.5
5,1051,926,-1,1,0
5,1052,653,1,0,1
5,1053,761,-1,1.5,0.5
5,1056,1411,-1,1,0
5,1061,691,1,0,1
5,1064,749,1,0.5,1.5
5,1067,759,1,0,1.5
5,1069,1095,-1,1,0
5,1071,611,1,0.5,1.5
5,1072,761,-1,1,0
5,1073,707,1,0,1
6,3,2094,1,0,1
6,4,1182,1,0,1
6,7,2810,1,0,1.5
6,8,3910,1,0.5,1.5
6,10,5638,1,1.5,0
6,11,3156,-1,1,0
6,13,1520,1,0,1.5
6,16,1138,1,0,1
6,17,2010,-1,1.5,0.5
6,19,1312,-1,1,0
6,23,3326,1,1.5,0.5
6,26,1296,-1,1,0
6,28,2916,-1,1.5,0
6,31,5992,1,0.5,1.5
6,36,918,-1,0,1.5
6,39,4074,1,0,1
6,42,2850,-1,1,0
6,48,1344,1,0,1.5
6,50,5820,1,0.5,1.5
6,51,1838,-1,1,0
6,52,4422,-1,1.5,0.5
6,53,3236,1,0,1
6,56,4398,1,1.5,0.5
6,58,1588,-1,1.5,0.5
6,63,2706,-1,1,0
6,65,3832,1,0.5,1.5
6,66,2502,1,0,1
6,67,3996,-1,1.5,0.5
6,68,4420,-1,1,0
6,69,2008,1,0,1
6,70,4388,-1,1,0
6,71,2074,1,0,1
6,77,7450,-1,1,0
6,83,3084,-1,1,0
6,86,1106,-1,1,0
6,87,3246,1,0.5,1.5
6,89,1498,1,1.5,0.5
6,94,1958,1,0,1
6,95,2004,1,0,1
6,97,4778,-1,0,1
6,100,2618,1,0,1
6,102,2018,1,1,0
6,103,3548,-1,1.5,0
6,106,5164,-1,1,0
6,108,1332,1,0,1.5
6,111,1812,-1,1.5,0
6,113,1536,1,0,1.5
6,117,1684,-1,1.5,0.5
6,119,6178,1,1,0
6,120,5938,1,0.5,1.5
6,123,1304,-1,1.5,0
6,125,2232,1,0,1
6,127,2068,1,0,1.5
6,128,1314,-1,1,0
6,130,1154,1,0,1
6,134,1882,1,0,1.5
6,135,3468,-1,0,1
6,136,6838,-1,1.5,0
6,139,4396,1,0,1
6,143,7440,-1,1,0
6,147,2968,1,0,1.5
6,150,4154,-1,1.5,0
6,151,1180,1,0,1.5
6,156,2718,1,1.5,0.5
6,157,5026,-1,1.5,0.5
6,158,1534,1,1,0
6,161,3428,-1,1,0
6,163,2002,1,0,1
6,166,2828,1,1,0
6,168,3668,1,0,1
6,169,3916,1,0,1
6,171,5692,1,1,0
6,174,2546,1,0,1.5
6,177,1880,1,0.5,1.5
6,180,2010,1,0.5,1.5
6,181,4600,1,1.5,0
6,188,4720,1,1.5,0.5
6,189,1274,1,0,1
6,192,4088,1,1,0
6,194,3280,-1,0.5,1.5
6,196,4048,-1,1.5,0.5
6,197,1722,-1,1,0
6,199,2054,-1,1.5,0
6,203,1994,1,0,1.5
6,207,1318,1,0,1
6,209,1834,1,0.5,1.5
6,212,1556,1,0,1
6,216,2760,-1,1,0
6,218,4464,1,0,1
6,221,1332,-1,1,0
6,223,1246,-1,1.5,0
6,224,1080,-1,1.5,0.5
6,225,1364,-1,1.5,0
6,227,838,-1,1.5,0
6,228,1010,-1,1,0
6,237,1396,-1,1,0
6,241,1546,-1,0,1.5
6,243,2010,1,0.5,1.5
6,244,1358,1,0,1
6,245,998,-1,1,0
6,249,1946,-1,1,0
6,250,1296,-1,1.5,0
6,253,1746,1,0,1
6,257,2324,1,0,1
6,261,1574,1,0.5,1.5
6,266,4536,1,0.5,1.5
6,268,1100,-1,1.5,0
6,271,2062,1,1,0
6,278,4954,-1,1,0
6,279,3028,-1,0,1.5
6,282,1830,1,0,1
6,289,2858,-1,1.5,0
6,290,1460,1,0,1
6,291,2386,-1,1.5,0.5
6,294,2170,1,1,0
6,296,3448,-1,1.5,0.5
6,299,5022,-1,1.5,0
6,303,2338,1,0.5,1.5
6,304,1906,1,0,1
6,306,3512,1,0.5,1.5
6,312,1516,1,0,1.5
6,314,1536,1,0.5,1.5
6,315,1782,1,0,1
6,321,1702,1,0,1
6,328,1440,-1,1.5,0.5
6,331,2155,-1,0,1.5
6,337,1251,-1,1.5,0.5
6,341,1095,1,1,0
6,345,989,1,0,1.5
6,346,1749,-1,0,1
6,347,1817,1,0,1
6,348,4325,-1,1.5,0
6,350,3283,1,0.5,1.5
6,356,1479,1,0.5,1.5
6,359,1429,-1,0,1
6,365,3767,1,0,1
6,366,1357,1,0,1
6,369,4635,-1,1,0
6,373,1943,1,0,1
6,375,6449,1,0,1
6,383,985,1,0,1.5
6,389,1329,1,1,0
6,390,1525,1,1,0
6,392,1601,-1,1,0
6,394,2131,-1,1,0
6,396,991,-1,1.5,0
6,397,2399,-1,1,0
6,401,1927,-1,1,0
6,402,1415,1,0.5,1.5
6,405,1243,1,0.5,1.5
6,411,1857,-1,1.5,0
6,412,1791,1,0,1.5
6,414,1580,1,0.5,1.5
6,415,2175,-1,1.5,0.5
6,418,2485,-1,1.5,0.5
6,419,1151,-1,1.5,0
6,422,8291,1,0,1.5
6,423,2047,1,0,1.5
6,424,923,1,0,1
6,426,1375,-1,1.5,0.5
6,430,1887,1,0,1
6,433,1135,-1,1,0
6,434,2535,-1,0,1
6,437,1147,-1,1,0
6,442,1523,-1,0,1
6,443,1735,1,0,1
6,444,1258,-1,1,0
6,446,1015,1,0,1.5
6,451,1175,-1,1.5,0.5
6,455,2703,1,0,1
6,458,985,-1,1,0
6,461,2311,-1,1.5,0.5
6,462,1103,-1,1.5,0
6,463,1065,-1,1,0
6,465,1499,1,0,1
6,469,1743,1,0,1
6,473,2353,-1,1,0
6,479,1317,1,0,1
6,480,785,1,0.5,1.5
6,481,1402,1,0,1
6,482,1815,1,0.5,1.5
6,483,845,1,0,1
6,484,1129,-1,1,0
6,485,3460,-1,1,0
6,489,2547,-1,1,0
6,491,1513,-1,0,1
6,493,4725,-1,0.5,1.5
6,494,1083,-1,1,0
6,495,3283,1,0,1.5
6,496,1745,-1,1,0
6,498,1107,-1,1.5,0
6,499,3038,1,1,0
6,504,2411,1,0,1
6,505,1847,-1,1.5,0
6,507,1773,1,0.5,1.5
6,509,2058,-1,1.5,0
6,513,2555,-1,1,0
6,515,1303,-1,1.5,0
6,518,2485,1,0,1
6,526,1409,1,0.5,1.5
6,529,1167,-1,1.5,0.5
6,531,849,1,0,1.5
6,536,1073,-1,1.5,0.5
6,539,1160,1,0.5,1.5
6,540,1131,-1,1.5,0
6,543,1161,1,0,1
6,545,1311,1,0,1
6,548,1443,-1,1.5,0.5
6,549,1301,-1,1.5,0
6,552,1073,-1,1.5,0.5
6,557,3233,1,0.5,1.5
6,562,1301,1,0,1.5
6,565,1471,1,0,1.5
6,566,957,-1,1.5,0
6,567,1169,-1,1.5,0
6,576,3253,-1,0,1
6,581,1263,1,0,1.5
6,584,1127,1,0,1
6,585,1507,1,0,1
6,586,1173,-1,0,1
6,588,2349,-1,1,0
6,589,1925,1,0,1.5
6,592,1523,-1,1.5,0.5
6,594,1285,1,0.5,1.5
6,597,2121,-1,1.5,0.5
6,598,833,1,0,1.5
6,599,1513,-1,1,0
6,600,1147,1,0,1
6,603,2177,1,1,0
6,606,1805,-1,1,0
6,609,1237,1,0,1
6,612,1397,1,0.5,1.5
6,615,1435,1,0,1.5
6,617,2855,-1,1,0
6,619,1323,1,0.5,1.5
6,620,1193,-1,1,0
6,621,1166,-1,1,0
6,622,2455,1,0,1
6,626,1350,-1,1.5,0
6,628,2219,-1,1,0
6,639,1238,-1,1.5,0.5
6,640,3042,-1,1,0
6,645,1582,1,1,0
6,649,2424,-1,0,1.5
6,651,2356,-1,1,0
6,655,4058,1,0.5,1.5
6,656,1876,1,0,1.5
6,658,6868,-1,0,1
6,661,1234,-1,1.5,0
6,662,1974,1,0,1.5
6,664,1672,-1,0,1
6,670,1602,-1,1.5,0.5
6,671,1574,1,0,1
6,672,9526,-1,1,0
6,673,2340,-1,1.5,0.5
6,675,1284,1,0,1
6,677,1712,-1,1.5,0
6,679,3652,-1,1,0
6,681,3150,1,0,1
6,683,1782,1,0.5,1.5
6,685,2312,1,1,0
6,686,1364,1,0,1.5
6,687,2016,-1,1.5,0.5
6,694,1546,-1,1.5,0.5
6,699,4460,-1,0.5,1.5
6,702,5576,-1,1.5,0
6,707,5440,-1,1.5,0.5
6,708,1518,1,0,1.5
6,711,3194,-1,1,0
6,714,1726,1,0,1.5
6,716,1494,-1,1,0
6,719,1870,-1,1.5,0
6,721,1494,1,0,1
6,726,1386,-1,1.5,0
6,727,2422,1,0,1
6,734,4172,-1,1.5,0.5
6,735,1604,1,0,1
6,738,3026,1,0,1.5
6,739,2348,1,0,1
6,742,2316,-1,1.5,0.5
6,743,7594,1,0,1.5
6,744,1880,-1,1.5,0
6,746,1918,1,0,1
6,751,1746,1,0,1.5
6,753,1116,-1,1,0
6,762,7790,-1,1,0
6,765,3236,1,0.5,1.5
6,766,1726,1,0,1
6,769,1856,1,0.5,1.5
6,770,1630,-1,1,0
6,777,2560,-1,1.5,0.5
6,779,1394,1,0.5,1.5
6,786,1404,-1,0,1
6,787,1462,-1,1,0
6,788,1394,-1,1.5,0.5
6,790,2290,-1,1,0
6,793,1812,-1,1.5,0
6,797,1958,1,0,1
6,798,3080,1,0,1
6,800,1758,1,0,1.5
6,801,1524,1,0,1.5
6,802,1046,-1,1.5,0
6,804,910,-1,1,0
6,807,4402,-1,1,0
6,808,4226,1,0,1
6,813,2528,1,0.5,1.5
6,815,3348,-1,1,0
6,816,2676,1,0,1.5
6,817,3418,1,0,1
6,819,2702,1,0.5,1.5
6,820,2702,-1,1.5,0
6,823,5632,1,0,1
6,827,1926,1,0,1
6,829,2408,-1,1,0
6,830,1572,1,0,1
6,833,4284,-1,1,0
6,841,1858,1,0.5,1.5
6,844,1704,1,0,1
6,845,1142,-1,1.5,0
6,848,2336,1,0,1
6,850,2760,1,0,1
6,856,4630,1,0.5,1.5
6,857,2280,-1,0,1
6,861,1614,1,0.5,1.5
6,862,1312,-1,1.5,0.5
6,863,1734,1,1,0
6,864,1566,1,0,1.5
6,866,8372,1,0,1
6,869,1130,-1,1,0
6,873,1908,-1,1.5,0
6,874,2124,-1,1.5,0.5
6,877,2732,-1,1,0
6,878,2986,1,0,1.5
6,886,1194,-1,1,0
6,893,3240,1,0.5,1.5
6,894,1746,-1,1.5,0
6,896,5434,-1,1.5,0.5
6,897,4636,1,0,1.5
6,899,1852,1,0.5,1.5
6,901,4368,-1,0,1
6,902,1556,-1,1.5,0.5
6,905,1496,-1,1,0
6,906,1266,-1,1,0
6,907,2154,1,0,1
6,909,1984,-1,1,0
6,912,3876,-1,1,0
6,914,3124,-1,1,0
6,915,1310,-1,1.5,0
6,916,4120,-1,1.5,0
6,919,1818,1,0.5,1.5
6,920,4026,-1,1,0
6,928,1578,1,0,1
6,932,1592,1,0,1
6,933,2540,-1,1.5,0
6,934,3068,1,0,1
6,939,4744,-1,1,0
6,941,1404,1,0.5,1.5
6,947,1568,-1,0,1
6,951,1336,-1,1.5,0.5
6,952,1306,-1,1.5,0
6,953,5726,-1,1,0
6,954,2088,1,0,1
6,957,5616,1,0,1.5
6,959,1932,-1,1.5,0.5
6,961,2372,-1,1,0
6,963,2734,-1,1,0
6,967,1596,1,0,1
6,973,1698,-1,1.5,0.5
6,982,1638,1,0,1
6,988,1282,-1,1.5,0
6,990,3494,-1,1,0
6,991,2052,-1,1.5,0.5
6,995,4206,-1,1,0
6,998,5024,1,1,0
6,1000,7452,1,0,1.5
6,1002,1590,-1,1.5,0
6,1003,2186,-1,1.5,0.5
6,1009,1528,-1,1,0
6,1011,3398,1,0,1
6,1016,2900,1,0,1
6,1017,1950,-1,1.5,0.5
6,1019,1716,-1,0,1
6,1020,1326,-1,1.5,0.5
6,1021,3536,1,0.5,1.5
6,1024,1224,-1,1.5,0
6,1025,2560,-1,1,0
6,1031,1904,-1,1.5,0
6,1032,1912,1,0.5,1.5
6,1033,1230,-1,1.5,0.5
6,1038,1286,-1,1.5,0.5
6,1053,3442,1,0.5,1.5
6,1058,3660,1,0,1.5
6,1064,2304,-1,0,1
6,1066,1796,-1,0,1
6,1069,2336,1,0,1
6,1070,1334,-1,1.5,0
6,1071,1312,-1,1.5,0
6,1072,3136,1,0.5,1.5
6,1074,5924,1,0,1
6,1075,1672,-1,1.5,0
6,1077,1826,1,0,1.5
6,1078,1514,-1,1.5,0.5
6,1080,2674,1,0.5,1.5
6,1081,1176,-1,1,0
6,1082,3454,1,0,1
6,1084,3688,-1,1,0
6,1085,1660,-1,1,0
6,1086,2712,-1,1.5,0.5
6,1087,6008,1,0,1.5
6,1088,1700,1,0,1.5
6,1092,1998,1,0,1
6,1094,2008,-1,1,0
6,1096,2170,-1,1.5,0.5
6,1099,3172,-1,1,0
6,1101,1338,1,0,1
6,1104,1792,1,0,1
6,1105,1380,-1,1.5,0
6,1109,1834,1,0,1
6,1111,2830,1,0,1
6,1112,4976,1,0,1.5
6,1114,1788,-1,1.5,0
6,1122,5574,-1,1,0
6,1124,1838,1,0,1.5
6,1127,3966,1,0.5,1.5
6,1129,1998,1,0,1
6,1130,1974,1,0.5,1.5
6,1132,3926,1,0,1
6,1137,1938,-1,1,0
6,1141,2682,1,0,1
6,1147,1662,1,0,1
6,1149,1246,-1,1,0
6,1151,3754,-1,1,0
6,1152,1424,-1,1.5,0.5
6,1154,1864,1,0,1.5
6,1157,8050,-1,1,0
6,1158,1656,-1,0,1
6,1163,1104,-1,1,0
6,1164,996,1,0,1
6,1165,1614,1,0,1.5
6,1166,2160,1,0,1.5
6,1167,4642,1,0,1
6,1170,1256,-1,1,0
6,1172,1432,1,0.5,1.5
6,1174,2382,1,0,1.5
6,1176,9514,1,1,0
6,1179,2208,-1,1.5,0.5
6,1180,1452,-1,1,0
6,1181,1412,1,0,1
6,1183,1338,1,0,1.5
6,1185,5296,1,1,0
6,1186,1508,1,0,1
6,1189,1796,-1,1.5,0
6,1190,1834,1,0,1
6,1194,4158,1,0,1
6,1197,2188,-1,1.5,0
6,1199,1662,1,0.5,1.5
6,1201,3374,-1,1,0
6,1208,12662,-1,1,0
6,1209,1516,-1,1.5,0.5
6,1211,1394,-1,1,0
6,1215,2144,-1,1,0
6,1216,3240,1,0,1
6,1225,1262,-1,1.5,0
6,1230,1802,1,0,1.5
6,1231,1940,-1,1,0
6,1232,2694,1,0.5,1.5
6,1233,6954,-1,1,0
6,1234,1814,-1,1,0
6,1235,1328,-1,1.5,0
6,1238,1648,-1,1,0
6,1242,3334,1,0,1.5
6,1243,1888,-1,1.5,0
6,1245,1696,1,0,1
6,1248,2192,-1,1.5,0
6,1253,3820,1,0.5,1.5
6,1254,1526,-1,1.5,0.5
6,1257,3040,1,0,1
6,1263,1722,1,0.5,1.5
6,1267,3064,-1,1.5,0
6,1268,2134,-1,1.5,0.5
6,1273,2988,-1,0,1
6,1274,1150,1,0.5,1.5
6,1275,950,1,0,1.5
6,1276,3200,1,1,0
6,1277,1300,1,1,0
6,1279,1474,-1,1,0
6,1280,3048,1,0,1
7,1,3585,1,0,1.5
7,7,1379,-1,1.5,0.5
7,11,2517,1,1,0
7,15,1165,1,0,1.5
7,16,1614,1,0,1
7,17,3577,1,0,1
7,18,5045,-1,1.5,0
7,20,5575,1,0.5,1.5
7,26,2637,1,0.5,1.5
7,29,4559,1,0,1
7,31,17359,1,1.5,0
7,36,3255,1,0,1
7,37,1377,1,0,1
7,40,3069,-1,1,0
7,42,6625,1,0,1
7,43,4237,-1,0.5,1.5
7,48,1559,-1,1.5,0.5
7,49,3377,1,0,1
7,53,1733,1,0,1
7,55,12471,1,1,0
7,63,2131,1,0,1.5
7,69,2097,-1,1,0
7,70,3369,-1,1,0
7,72,3817,-1,1,0
7,74,5068,1,1,0
7,76,1359,-1,1.5,0
7,77,3199,-1,1,0
7,81,2873,-1,1,0
7,82,1413,1,0.5,1.5
7,85,2473,1,0.5,1.5
7,91,22376,-1,1.5,0
7,92,1571,1,0,1.5
7,94,1199,1,0.5,1.5
7,95,3104,-1,1.5,0.5
7,98,5431,-1,1.5,0.5
7,99,1611,-1,1.5,0
7,102,1935,1,0,1.5
7,103,1124,1,0,1.5
7,104,9425,1,0,1
7,106,1990,1,1.5,0.5
7,110,2745,1,0,1
7,113,4095,-1,1,0
7,115,8365,-1,0,1
7,118,1631,-1,1.5,0
7,119,2039,1,0,1.5
7,120,1139,-1,1,0
7,123,3994,-1,1,0
7,127,1151,1,0,1
7,135,1377,1,0,1
7,136,1383,1,0,1
7,137,3161,-1,1,0
7,139,1253,-1,0,1.5
7,140,4721,-1,1.5,0.5
7,146,2315,-1,1.5,0.5
7,150,2291,1,0,1
7,153,2439,-1,1,0
7,155,1505,-1,1.5,0.5
7,157,1679,-1,1.5,0.5
7,158,1193,-1,1.5,0
7,159,1500,-1,1,0
7,162,2239,1,0,1
7,166,1742,1,0,1
7,170,1165,-1,1,0
7,176,989,1,0,1
7,177,1005,1,0.5,1.5
7,178,1281,1,0,1
7,179,1496,1,0.5,1.5
7,180,1453,1,0,1
7,181,2939,-1,1,0
7,182,1271,-1,1,0
7,186,1205,-1,1,0
7,188,1053,1,0,1
7,190,1905,1,0.5,1.5
7,191,987,-1,1,0
7,192,1955,1,0,1.5
7,193,1548,-1,1,0
7,195,1649,-1,1.5,0
7,199,4747,1,0,1
7,201,2485,1,0.5,1.5
7,202,2009,-1,1.5,0
7,206,1237,-1,1,0
7,208,1045,-1,1.5,0
7,211,1038,1,0,1
7,212,9693,1,1,0
7,218,4145,1,0.5,1.5
7,222,1121,1,0,1.5
7,228,2617,1,0.5,1.5
7,232,5041,-1,1.5,0.5
7,233,3629,-1,1.5,0
7,236,2121,1,1.5,0.5
7,247,777,1,0,1.5
7,248,2094,-1,1.5,0
7,255,1152,1,0,1
7,262,816,-1,1.5,0.5
7,263,1213,1,0,1.5
7,264,1161,-1,1,0
7,265,991,1,0,1
7,267,2194,-1,1,0
7,272,4832,1,0.5,1.5
7,275,3444,1,0,1.5
7,276,3765,-1,1,0
7,278,2818,1,0.5,1.5
7,288,3367,1,0,1
7,292,2039,1,1.5,0.5
7,293,3691,-1,1,0
7,295,1995,1,1,0
7,297,2329,-1,1.5,0
7,299,8906,1,1,0
7,301,1572,-1,1,0
7,313,2063,-1,0.5,1.5
7,314,1469,1,0,1
7,316,2771,-1,0,1
7,317,1659,-1,1,0
7,319,1231,1,0,1
7,321,1979,-1,1.5,0.5
7,323,1244,-1,1,0
7,329,1443,1,0.5,1.5
7,334,1112,-1,1,0
7,337,1286,1,0,1.5
7,340,1989,1,0,1.5
7,341,868,-1,1.5,0.5
7,343,2810,1,0.5,1.5
7,349,1155,-1,1,0
7,357,1998,-1,1.5,0.5
7,359,1396,1,0,1
7,362,1556,-1,1.5,0
7,365,1257,1,0,1
7,366,1762,1,1.5,0.5
7,368,2313,-1,1.5,0
7,370,4773,1,0,1
7,371,4283,-1,1.5,0
7,374,1178,-1,1.5,0
7,375,1791,1,0.5,1.5
7,376,2399,-1,1.5,0.5
7,377,963,-1,1,0
7,381,1857,-1,1.5,0.5
7,382,821,-1,1.5,0
7,384,954,1,0,1.5
7,386,5030,-1,1,0
7,387,1390,1,0.5,1.5
7,388,1401,1,0,1
7,391,2005,1,0,1
7,393,1453,-1,1,0
7,398,1735,1,0,1.5
7,402,3107,1,0.5,1.5
7,404,1754,-1,1,0
7,408,1147,1,0,1
7,410,828,1,0,1
7,412,1793,1,0,1
7,419,2250,1,0,1.5
7,420,1572,-1,1.5,0.5
7,421,986,-1,1.5,0
7,423,1499,1,1,0
7,427,1403,-1,1,0
7,428,803,1,0,1
7,430,677,1,0,1.5
7,431,1106,1,0,1.5
7,434,1336,1,0,1
7,435,1058,1,0,1.5
7,445,904,-1,1.5,0.5
7,448,1873,1,0.5,1.5
7,450,2726,1,0,1
7,456,1973,1,1.5,0
7,463,1227,-1,1,0
7,467,1332,1,0,1
7,470,1468,1,0,1
7,473,4204,-1,0.5,1.5
7,475,1153,-1,1.5,0.5
7,476,842,-1,1,0
7,479,1205,1,0,1
7,481,665,1,0,1
7,482,900,1,0,1.5
7,484,3082,1,0.5,1.5
7,485,5262,1,0.5,1.5
7,488,1994,1,0,1
7,493,1117,-1,1.5,0.5
7,494,1062,-1,1.5,0.5
7,495,942,-1,1,0
7,499,917,-1,1.5,0.5
7,502,948,1,0,1
7,511,4265,1,0,1
7,513,9958,-1,1,0
7,514,1822,-1,1,0
7,515,996,1,0.5,1.5
7,521,900,1,0,1
7,522,1232,-1,1.5,0
7,523,1812,-1,1,0
7,525,1184,1,0,1.5
7,526,1396,1,0.5,1.5
7,527,900,-1,1,0
7,528,934,1,0,1.5
7,533,628,1,0,1
7,534,872,1,0.5,1.5
7,539,814,-1,1,0
7,543,993,-1,1,0
7,548,2270,1,0,1
7,549,2496,1,0,1
7,553,788,1,0,1
7,554,1014,-1,1,0
7,563,1162,-1,1,0
7,564,966,-1,1,0
7,565,2196,-1,1,0
7,566,806,1,0,1.5
7,569,850,1,0,1.5
7,570,1018,-1,1.5,0
7,571,1232,-1,1,0
7,581,1364,1,1,0
7,582,3802,1,0,1.5
7,583,1270,-1,1.5,0
7,585,2292,1,0.5,1.5
7,587,2912,1,0,1.5
7,588,1340,-1,1,0
7,591,966,-1,1,0
7,592,1854,-1,0,1
7,595,16644,1,0,1
7,599,1620,1,0,1
7,600,1040,-1,1.5,0
7,603,1486,-1,1,0
7,609,999,-1,1,0
7,613,1661,1,0,1.5
7,615,935,1,0,1
7,616,1667,1,0,1
7,617,1017,-1,1.5,0
7,622,1235,1,0.5,1.5
7,623,1439,1,0,1.5
7,625,1233,-1,1,0
7,630,995,-1,1,0
7,633,2285,1,1,0
7,635,1603,-1,1,0
7,638,637,1,0,1.5
7,639,907,-1,1.5,0.5
7,647,1101,-1,1.5,0
7,653,739,1,0,1
7,655,1387,1,0.5,1.5
7,657,933,-1,1,0
7,658,1071,-1,1,0
7,659,1445,1,0,1.5
7,660,1385,1,0,1
7,663,1379,-1,1.5,0
7,665,2149,1,0,1.5
7,670,1075,-1,1.5,0.5
7,676,993,1,0,1
7,678,1005,-1,1.5,0
7,685,5357,-1,1.5,0.5
7,687,937,-1,1,0
7,688,897,1,0,1
7,693,2767,-1,1,0
7,695,659,1,0,1
7,697,1131,1,0.5,1.5
7,698,2979,-1,1.5,0.5
7,699,1247,-1,1.5,0
7,703,1169,-1,1,0
7,705,583,1,0,1
7,706,4141,-1,1.5,0.5
7,708,1529,1,0.5,1.5
7,710,841,1,0,1
7,712,1773,1,1,0
7,713,645,1,0.5,1.5
7,714,1895,1,0,1.5
7,715,1031,-1,1,0
7,717,695,1,0,1
7,723,583,1,1.5,0.5
7,724,1445,1,1,0
7,726,695,1,0,1
7,727,1227,-1,1.5,0.5
7,732,745,1,0,1
7,734,1045,-1,1,0
7,739,1401,1,0.5,1.5
7,740,725,-1,0,1.5
7,741,599,1,0,1.5
7,743,1789,1,0,1
7,744,633,1,0.5,1.5
7,745,1107,-1,1.5,0
7,749,1161,-1,1,0
7,750,765,1,0,1
7,756,561,1,0.5,1.5
7,759,651,-1,1,0
7,760,603,-1,1,0
7,761,597,1,0,1
7,763,591,-1,1,0
7,764,621,1,0,1.5
7,768,453,1,0,1.5
7,769,695,-1,1.5,0
7,770,543,1,0.5,1.5
7,771,1031,1,0,1
7,772,561,1,0.5,1.5
7,775,867,-1,1,0
7,778,621,-1,1.5,0.5
7,779,1009,1,0,1
7,781,3525,1,0,1
7,782,775,-1,1.5,0.5
7,784,1877,-1,1.5,0
7,786,2553,-1,1,0
7,787,635,1,0,1
7,790,1385,1,0.5,1.5
7,793,1215,-1,1.5,0
7,796,831,-1,1,0
7,799,1731,-1,1.5,0.5
7,801,1093,-1,1,0
7,802,4095,1,0.5,1.5
7,803,879,-1,1,0
7,804,901,-1,1,0
7,806,619,-1,1,0
7,807,1029,1,0,1
7,811,509,1,0.5,1.5
7,816,689,1,0,1
7,821,517,1,0,1
7,822,571,1,0,1
7,826,663,-1,1.5,0
7,828,579,-1,1.5,0.5
7,829,825,1,0,1.5
7,831,1243,-1,0,1
7,832,3279,-1,1.5,0.5
7,833,627,1,0,1
7,838,875,-1,1.5,0.5
7,842,677,1,0,1
7,843,1329,1,0,1
7,846,1125,-1,1.5,0.5
7,858,1751,1,0,1
7,860,1099,1,0,1
7,861,1215,1,0.5,1.5
7,862,1333,-1,0,1
7,868,1665,-1,1.5,0
7,869,709,-1,1,0
7,873,697,-1,1,0
7,874,2407,1,0,1.5
7,876,1043,1,0,1.5
7,879,5843,1,1,0
7,883,511,-1,1.5,0.5
7,887,615,1,0,1.5
7,894,1029,1,0,1
7,897,787,-1,1,0
7,902,1043,-1,1,0
7,913,1303,1,0,1
7,914,709,-1,1.5,0
7,916,4707,-1,0.5,1.5
7,917,1209,-1,1,0
7,923,2377,1,0,1
7,924,1965,-1,1.5,0.5
7,925,1089,1,0.5,1.5
7,926,655,1,0,1
7,928,3097,1,0,1.5
7,931,1319,-1,0.5,1.5
7,932,1987,1,0,1.5
7,933,899,-1,1,0
7,935,921,-1,1,0
7,936,5351,1,0,1
7,937,903,1,1,0
7,939,1893,1,0,1.5
7,940,811,-1,1,0
7,941,1485,1,0,1
7,954,883,-1,1.5,0
7,955,1989,-1,1,0
7,957,785,1,0,1
7,958,1381,1,0,1
7,961,1209,1,1.5,0.5
7,963,4731,-1,1.5,0.5
7,964,1569,1,0,1.5
7,965,1377,1,0.5,1.5
7,966,1401,1,0,1
7,969,863,-1,1,0
7,970,3737,-1,1,0
7,971,2357,1,0.5,1.5
7,972,1147,1,0.5,1.5
7,973,655,1,0,1.5
7,975,949,-1,1.5,0.5
7,978,2943,-1,0,1.5
7,979,1345,1,1.5,0.5
7,983,1635,1,0,1
7,985,1079,1,0,1
7,991,1493,-1,1.5,0
7,993,763,1,0,1
7,995,1025,-1,1,0
7,996,7113,-1,1,0
7,997,747,-1,1,0
7,1000,2775,1,0.5,1.5
7,1001,603,-1,1,0
7,1004,743,-1,1.5,0
7,1007,4537,1,1,0
7,1009,4945,-1,0.5,1.5
7,1014,827,-1,1,0
7,1015,2851,-1,0,1
7,1016,631,1,0,1
7,1017,569,1,0,1.5
7,1028,919,-1,1.5,0.5
7,1029,645,1,0,1.5
7,1031,553,-1,1.5,0
7,1032,869,1,0,1
7,1033,591,-1,1,0
7,1035,781,-1,1.5,0.5
7,1042,1365,1,0,1.5
7,1044,1057,-1,1.5,0
7,1045,1873,1,0.5,1.5
7,1046,923,1,0.5,1.5
7,1047,1417,1,1.5,0.5
7,1049,471,1,0,1
7,1052,523,1,0,1
7,1055,2345,-1,1.5,0.5
7,1058,563,-1,1,0
7,1059,1017,1,1.5,0
7,1061,815,1,1.5,0.5
7,1062,1113,-1,0,1.5
7,1066,1123,1,0,1
7,1067,2059,1,0.5,1.5
7,1071,1211,-1,1.5,0
7,1073,997,-1,1.5,0
7,1076,1185,-1,1.5,0.5
7,1079,611,1,0,1
7,1085,1139,-1,1.5,0
7,1088,1403,1,1,0
7,1094,955,1,0,1
7,1097,1167,1,0,1
7,1099,669,1,0.5,1.5
7,1103,573,1,0,1.5
7,1105,1545,1,0,1
