parcode,trial,fixItem,fixTime,encF,compE
0,379,2,488,0,1
0,379,1,596,0,1
0,379,2,68,0,1
0,382,2,306,0,1
0,382,1,402,0,1
0,383,1,282,0,1
0,383,2,362,0,1
0,383,1,146,0,1
0,385,1,208,0,1
0,385,2,378,0,1
0,387,1,388,0,1
0,387,2,586,0,1
0,392,1,690,0,1
0,392,2,540,0,1
0,392,1,538,0,1
0,393,2,378,0,1
0,393,1,382,0,1
0,393,2,334,0,1
0,395,1,192,0,1
0,395,2,562,0,1
0,396,1,272,0,1
0,396,2,312,0,1
0,396,1,130,0,1
0,399,2,276,0,1
0,399,1,674,0,1
0,400,1,254,0,1
0,400,2,276,0,1
0,403,1,316,0,1
0,403,2,622,0,1
0,404,1,198,0,1
0,404,2,420,0,1
0,405,1,236,0,1
0,405,2,462,0,1
0,407,2,286,0,1
0,407,1,644,0,1
0,407,2,378,0,1
0,407,1,146,0,1
0,411,1,184,0,1
0,411,2,378,0,1
0,414,1,274,1,1
0,414,2,466,1,1
0,414,1,96,1,1
0,416,1,380,1,1
0,416,2,482,1,1
0,416,1,628,1,1
0,416,2,856,1,1
0,419,1,298,1,1
0,419,2,352,1,1
0,419,1,72,1,1
0,420,1,390,1,1
0,420,2,780,1,1
0,421,1,276,1,1
0,421,2,440,1,1
0,421,1,830,1,1
0,424,2,312,1,1
0,424,1,400,1,1
0,428,1,210,1,1
0,428,2,646,1,1
0,436,1,284,1,1
0,436,2,346,1,1
0,437,1,294,1,1
0,437,2,456,1,1
0,438,2,394,1,1
0,438,1,512,1,1
0,440,1,178,1,1
0,440,2,266,1,1
0,441,2,258,1,1
0,441,1,886,1,1
0,445,1,246,1,1
0,445,2,342,1,1
0,445,1,136,1,1
0,449,1,222,1,1
0,449,2,522,1,1
0,449,1,516,1,1
0,452,1,350,1,1
0,452,2,316,1,1
0,454,1,266,1,1
0,454,2,182,1,1
0,456,1,250,1,1
0,456,2,514,1,1
0,456,1,620,1,1
0,457,2,244,1,1
0,457,1,340,1,1
0,458,1,470,1,1
0,459,1,206,1,1
0,459,2,414,1,1
0,463,2,244,1,1
0,463,1,226,1,1
0,467,1,296,1,1
0,467,2,366,1,1
0,467,1,158,1,1
0,473,1,282,1,1
0,473,2,384,1,1
0,474,1,232,1,1
0,474,2,626,1,1
0,475,1,284,1,1
0,475,2,348,1,1
0,476,1,280,1,1
0,476,2,536,1,1
0,477,1,198,1,1
0,477,2,364,1,1
0,478,1,240,1,1
0,478,2,392,1,1
0,478,1,172,1,1
0,479,1,350,1,1
0,479,2,384,1,1
0,479,1,150,1,1
0,483,1,222,1,1
0,483,2,390,1,1
0,483,1,110,1,1
0,485,2,602,1,1
0,486,2,366,1,1
0,486,1,1028,1,1
0,486,2,700,1,1
0,487,2,302,1,1
0,487,1,298,1,1
0,488,1,220,1,1
0,488,2,180,1,1
0,489,1,234,1,1
0,489,2,338,1,1
0,489,1,230,1,1
0,491,1,206,1,1
0,491,2,336,1,1
0,491,1,146,1,1
0,495,2,370,0,1
0,495,1,332,0,1
0,496,1,290,0,1
0,496,2,320,0,1
0,498,1,324,0,1
0,498,2,688,0,1
0,500,1,572,0,1
0,504,1,384,0,1
0,504,2,462,0,1
0,504,1,44,0,1
0,506,1,464,0,1
0,506,2,346,0,1
0,509,1,330,0,1
0,509,2,640,0,1
0,510,1,344,0,1
0,510,2,552,0,1
0,518,2,444,1,1
0,518,1,500,1,1
0,521,1,616,1,1
0,521,2,366,1,1
0,523,1,258,1,1
0,523,2,504,1,1
0,530,1,334,1,1
0,530,2,420,1,1
0,531,1,478,1,1
0,531,2,268,1,1
0,534,1,300,1,1
0,534,2,320,1,1
0,536,1,292,1,1
0,536,2,142,1,1
0,539,1,288,1,1
0,539,2,512,1,1
0,539,1,86,1,1
0,540,1,266,1,1
0,540,2,338,1,1
0,540,1,74,1,1
0,543,1,360,1,1
0,543,2,334,1,1
0,543,1,184,1,1
0,547,1,330,1,1
0,547,2,694,1,1
0,547,1,240,1,1
0,552,1,206,1,1
0,552,2,488,1,1
0,555,1,214,1,1
0,555,2,444,1,1
0,556,1,662,1,1
0,557,1,270,1,1
0,557,2,342,1,1
0,557,1,62,1,1
0,566,1,214,1,1
0,566,2,516,1,1
0,571,1,240,1,1
0,571,2,230,1,1
0,574,1,348,0,1
0,574,2,120,0,1
0,575,2,288,0,1
0,575,1,488,0,1
0,576,1,332,0,1
0,576,2,228,0,1
0,578,1,378,0,1
0,578,2,394,0,1
0,578,1,104,0,1
0,579,1,432,0,1
0,582,1,306,0,1
0,582,2,238,0,1
0,584,1,306,0,1
0,584,2,752,0,1
0,584,1,450,0,1
0,587,1,212,0,1
0,587,2,382,0,1
0,588,1,200,0,1
0,588,2,338,0,1
0,589,1,280,0,1
0,589,2,388,0,1
0,589,1,152,0,1
0,590,1,320,0,1
0,590,2,566,0,1
0,590,1,428,0,1
0,590,2,536,0,1
0,591,1,262,0,1
0,591,2,374,0,1
0,594,1,242,0,1
0,594,2,476,0,1
0,594,1,92,0,1
0,597,1,250,0,1
0,597,2,468,0,1
0,597,1,60,0,1
0,600,1,342,1,1
0,600,2,538,1,1
0,603,1,282,1,1
0,603,2,406,1,1
0,606,1,236,1,1
0,606,2,412,1,1
0,608,1,228,1,1
0,608,2,416,1,1
0,608,1,470,1,1
0,610,1,196,1,1
0,610,2,426,1,1
0,611,1,216,1,1
0,611,2,448,1,1
0,611,1,532,1,1
0,612,1,392,1,1
0,612,2,372,1,1
0,612,1,196,1,1
0,613,1,288,1,1
0,613,2,474,1,1
0,617,1,300,1,1
0,617,2,466,1,1
0,619,1,256,1,1
0,619,2,386,1,1
0,619,1,118,1,1
0,629,1,266,0,1
0,629,2,448,0,1
0,629,1,754,0,1
0,635,1,314,0,1
0,635,2,330,0,1
0,635,1,298,0,1
0,639,1,312,0,1
0,639,2,330,0,1
0,639,1,712,0,1
0,643,1,198,0,1
0,643,2,394,0,1
0,644,1,206,0,1
0,644,2,382,0,1
0,645,1,224,0,1
0,645,2,514,0,1
0,645,1,752,0,1
0,646,1,208,0,1
0,646,2,322,0,1
0,646,1,94,0,1
0,648,1,174,0,1
0,648,2,416,0,1
0,654,1,352,0,1
0,654,2,658,0,1
0,657,1,256,0,1
0,657,2,536,0,1
0,657,1,222,0,1
0,659,1,260,0,1
0,659,2,344,0,1
0,659,1,122,0,1
0,664,1,184,0,1
0,664,2,318,0,1
0,665,1,214,0,1
0,665,2,282,0,1
0,668,1,208,0,1
0,668,2,374,0,1
0,668,1,100,0,1
0,670,1,250,0,1
0,670,2,328,0,1
0,671,1,208,0,1
0,671,2,390,0,1
0,671,1,234,0,1
0,676,1,186,0,1
0,676,2,288,0,1
0,676,1,46,0,1
0,677,1,188,0,1
0,677,2,444,0,1
0,681,1,198,0,1
0,681,2,372,0,1
0,681,1,312,0,1
0,681,2,46,0,1
0,683,1,414,0,1
0,683,2,290,0,1
0,691,1,234,0,1
0,691,2,372,0,1
0,691,1,370,0,1
0,697,1,214,0,1
0,697,2,458,0,1
0,697,1,568,0,1
0,698,1,250,0,1
0,698,2,350,0,1
0,698,1,140,0,1
0,700,1,206,0,1
0,700,2,472,0,1
0,702,1,208,0,1
0,702,2,562,0,1
0,702,1,726,0,1
0,702,2,156,0,1
0,704,1,174,0,1
0,704,2,518,0,1
0,704,1,422,0,1
0,705,1,250,0,1
0,705,2,504,0,1
0,705,1,250,0,1
0,709,1,234,0,1
0,709,2,472,0,1
0,709,1,352,0,1
0,710,1,182,0,1
0,710,2,484,0,1
0,713,1,248,0,1
0,713,2,604,0,1
0,713,1,78,0,1
0,719,1,214,0,1
0,719,2,406,0,1
0,719,1,430,0,1
0,720,1,196,0,1
0,720,2,430,0,1
0,722,1,202,0,1
0,722,2,410,0,1
0,723,1,182,0,1
0,723,2,306,0,1
0,723,1,254,0,1
0,726,1,326,0,1
0,726,2,416,0,1
0,726,1,370,0,1
0,727,1,334,0,1
0,727,2,324,0,1
0,727,1,38,0,1
0,730,1,204,0,1
0,730,2,486,0,1
0,731,1,232,0,1
0,731,2,456,0,1
0,732,1,230,0,1
0,732,2,500,0,1
0,734,1,230,0,1
0,734,2,410,0,1
0,734,1,232,0,1
0,738,1,186,0,1
0,738,2,258,0,1
0,741,1,282,1,1
0,741,2,488,1,1
0,741,1,116,1,1
0,743,1,374,1,1
0,743,2,552,1,1
0,743,1,388,1,1
0,743,2,94,1,1
0,746,1,278,1,1
0,746,2,280,1,1
0,747,1,250,1,1
0,747,2,480,1,1
0,748,1,262,1,1
0,748,2,376,1,1
0,748,1,316,1,1
0,751,1,402,1,1
0,751,2,158,1,1
0,755,1,204,1,1
0,755,2,468,1,1
0,763,1,270,1,1
0,763,2,390,1,1
0,764,1,246,1,1
0,764,2,480,1,1
0,765,1,334,1,1
0,765,2,274,1,1
0,767,1,258,1,1
0,767,2,422,1,1
0,768,1,392,1,1
0,768,2,232,1,1
0,774,1,324,1,1
0,774,2,340,1,1
0,778,1,204,1,1
0,778,2,254,1,1
0,781,1,326,1,1
0,781,2,384,1,1
0,781,1,218,1,1
0,783,1,210,1,1
0,783,2,334,1,1
0,783,1,202,1,1
0,785,1,552,1,1
0,786,1,380,1,1
0,786,2,302,1,1
0,787,1,342,1,1
0,787,2,296,1,1
0,787,1,396,1,1
0,787,2,228,1,1
0,790,1,310,1,1
0,790,2,458,1,1
0,794,1,270,1,1
0,794,2,438,1,1
0,798,1,294,1,1
0,798,2,388,1,1
0,798,1,100,1,1
0,804,1,294,1,1
0,804,2,402,1,1
0,805,1,236,1,1
0,805,2,616,1,1
0,806,1,220,1,1
0,806,2,284,1,1
0,807,1,310,1,1
0,807,2,564,1,1
0,808,1,240,1,1
0,808,2,624,1,1
0,809,1,338,1,1
0,809,2,392,1,1
0,810,1,382,1,1
0,810,2,436,1,1
0,810,1,34,1,1
0,814,1,334,1,1
0,814,2,386,1,1
0,816,1,270,1,1
0,816,2,546,1,1
0,818,1,270,1,1
0,818,2,364,1,1
0,819,1,448,1,1
0,819,2,380,1,1
0,820,1,328,1,1
0,820,2,594,1,1
0,821,1,254,1,1
0,821,2,268,1,1
0,823,1,322,1,1
0,823,2,364,1,1
0,824,1,286,0,1
0,824,2,660,0,1
0,829,1,232,0,1
0,829,2,340,0,1
0,829,1,86,0,1
0,830,1,280,0,1
0,830,2,418,0,1
0,830,1,90,0,1
0,832,1,194,0,1
0,832,2,330,0,1
0,834,1,312,0,1
0,834,2,356,0,1
0,834,1,74,0,1
0,838,1,202,0,1
0,838,2,358,0,1
0,838,1,214,0,1
0,840,1,226,0,1
0,840,2,304,0,1
0,843,1,368,0,1
0,843,2,434,0,1
0,844,1,304,0,1
0,844,2,422,0,1
0,844,1,94,0,1
0,852,1,320,1,1
0,852,2,340,1,1
0,855,1,356,1,1
0,855,2,398,1,1
0,857,1,240,1,1
0,857,2,286,1,1
0,862,1,360,1,1
0,862,2,398,1,1
0,862,1,62,1,1
0,865,1,232,1,1
0,865,2,494,1,1
0,866,1,444,1,1
0,866,2,674,1,1
0,869,1,216,1,1
0,869,2,562,1,1
0,871,1,294,1,1
0,871,2,420,1,1
0,874,1,392,1,1
0,874,2,360,1,1
0,875,1,336,1,1
0,875,2,344,1,1
0,878,1,292,1,1
0,878,2,394,1,1
0,878,1,164,1,1
0,883,1,260,1,1
0,883,2,390,1,1
0,883,1,438,1,1
0,888,1,280,1,1
0,888,2,750,1,1
0,891,1,242,1,1
0,891,2,286,1,1
0,892,1,344,1,1
0,892,2,166,1,1
0,893,1,212,1,1
0,893,2,274,1,1
0,902,1,356,1,1
0,902,2,602,1,1
0,906,1,166,1,1
0,906,2,220,1,1
0,909,1,390,0,1
0,909,2,380,0,1
0,910,1,226,0,1
0,910,2,226,0,1
0,911,1,288,0,1
0,911,2,504,0,1
0,913,1,234,0,1
0,913,2,484,0,1
0,913,1,118,0,1
0,914,1,216,0,1
0,914,2,374,0,1
0,917,1,182,0,1
0,917,2,274,0,1
0,918,1,206,0,1
0,918,2,170,0,1
0,921,1,294,0,1
0,921,2,308,0,1
0,922,1,228,0,1
0,922,2,656,0,1
0,923,1,250,0,1
0,923,2,372,0,1
0,923,1,50,0,1
0,924,1,292,0,1
0,924,2,424,0,1
0,925,1,300,0,1
0,925,2,400,0,1
0,928,1,708,0,1
0,928,2,344,0,1
0,931,1,290,0,1
0,931,2,464,0,1
0,931,1,556,0,1
0,936,1,248,1,1
0,936,2,406,1,1
0,939,1,232,1,1
0,939,2,410,1,1
0,941,1,298,1,1
0,941,2,340,1,1
0,943,1,232,1,1
0,943,2,506,1,1
0,944,1,196,1,1
0,944,2,388,1,1
0,944,1,122,1,1
0,945,1,282,1,1
0,945,2,350,1,1
0,945,1,148,1,1
0,946,1,304,1,1
0,946,2,498,1,1
0,950,1,264,1,1
0,950,2,160,1,1
0,952,1,334,1,1
0,952,2,310,1,1
0,962,1,192,0,1
0,962,2,372,0,1
0,968,1,270,0,1
0,968,2,252,0,1
0,972,1,232,0,1
0,972,2,394,0,1
0,972,1,250,0,1
0,976,1,186,0,1
0,976,2,506,0,1
0,977,1,268,0,1
0,977,2,450,0,1
0,978,1,226,0,1
0,978,2,570,0,1
0,979,1,388,0,1
0,979,2,416,0,1
0,979,1,54,0,1
0,981,1,260,0,1
0,981,2,342,0,1
0,981,1,100,0,1
0,987,1,378,0,1
0,987,2,584,0,1
0,990,1,318,0,1
0,990,2,1086,0,1
0,990,1,422,0,1
0,992,1,354,0,1
0,992,2,292,0,1
0,997,1,212,0,1
0,997,2,428,0,1
0,997,1,314,0,1
0,997,2,130,0,1
0,998,1,176,0,1
0,998,2,510,0,1
0,1001,1,234,0,1
0,1001,2,394,0,1
0,1001,1,464,0,1
0,1001,2,412,0,1
0,1001,1,314,0,1
0,1003,1,320,0,1
0,1003,2,380,0,1
0,1003,1,90,0,1
0,1004,1,310,0,1
0,1004,2,670,0,1
0,1004,1,236,0,1
0,1009,1,196,0,1
0,1009,2,334,0,1
0,1010,1,232,0,1
0,1010,2,678,0,1
0,1010,1,512,0,1
0,1010,2,148,0,1
0,1014,1,230,0,1
0,1014,2,610,0,1
0,1014,1,830,0,1
0,1016,1,252,0,1
0,1016,2,310,0,1
0,1016,1,56,0,1
0,1024,1,254,0,1
0,1024,2,982,0,1
0,1030,1,256,0,1
0,1030,2,332,0,1
0,1030,1,170,0,1
0,1031,1,280,0,1
0,1031,2,334,0,1
0,1033,1,252,0,1
0,1033,2,508,0,1
0,1033,1,390,0,1
0,1033,2,322,0,1
0,1033,1,636,0,1
0,1033,2,984,0,1
0,1035,1,214,0,1
0,1035,2,418,0,1
0,1035,1,1016,0,1
0,1035,2,728,0,1
0,1037,1,226,0,1
0,1037,2,458,0,1
0,1037,1,372,0,1
0,1038,1,260,0,1
0,1038,2,488,0,1
0,1038,1,728,0,1
0,1042,1,294,0,1
0,1042,2,492,0,1
0,1042,1,144,0,1
0,1043,1,200,0,1
0,1043,2,420,0,1
0,1046,1,218,0,1
0,1046,2,558,0,1
0,1052,1,188,0,1
0,1052,2,324,0,1
0,1052,1,40,0,1
0,1053,1,194,0,1
0,1053,2,442,0,1
0,1055,1,196,0,1
0,1055,2,364,0,1
0,1056,1,232,0,1
0,1056,2,274,0,1
0,1059,1,222,0,1
0,1059,2,574,0,1
0,1059,1,590,0,1
0,1060,1,306,0,1
0,1060,2,252,0,1
0,1060,1,62,0,1
0,1063,1,238,0,1
0,1063,2,584,0,1
0,1064,1,278,0,1
0,1064,2,376,0,1
0,1065,1,192,0,1
0,1065,2,462,0,1
0,1067,1,172,0,1
0,1067,2,516,0,1
0,1067,1,616,0,1
0,1071,1,244,0,1
0,1071,2,326,0,1
0,1074,1,218,1,1
0,1074,2,390,1,1
0,1074,1,302,1,1
0,1076,1,228,1,1
0,1076,2,424,1,1
0,1079,1,278,1,1
0,1079,2,488,1,1
0,1080,1,216,1,1
0,1080,2,452,1,1
0,1081,1,286,1,1
0,1081,2,476,1,1
0,1081,1,20,1,1
0,1084,1,344,1,1
0,1084,2,620,1,1
0,1088,1,216,1,1
0,1088,2,510,1,1
0,1088,1,742,1,1
0,1088,2,76,1,1
0,1096,1,330,1,1
0,1096,2,520,1,1
0,1097,1,274,1,1
0,1097,2,340,1,1
0,1098,1,234,1,1
0,1098,2,458,1,1
0,1098,1,550,1,1
0,1100,1,222,1,1
0,1100,2,474,1,1
0,1101,1,370,1,1
0,1101,2,350,1,1
0,1107,1,306,1,1
0,1107,2,314,1,1
0,1111,1,188,1,1
0,1111,2,462,1,1
0,1114,1,300,1,1
0,1114,2,362,1,1
0,1114,1,52,1,1
0,1116,1,234,1,1
0,1116,2,318,1,1
0,1118,1,384,1,1
0,1118,2,232,1,1
0,1119,1,380,1,1
0,1119,2,358,1,1
0,1120,1,212,1,1
0,1120,2,458,1,1
0,1120,1,60,1,1
0,1123,1,284,1,1
0,1123,2,380,1,1
0,1123,1,242,1,1
0,1127,1,140,1,1
0,1127,2,442,1,1
0,1131,1,250,1,1
0,1131,2,392,1,1
0,1131,1,314,1,1
0,1137,1,240,1,1
0,1137,2,424,1,1
0,1138,1,298,1,1
0,1138,2,636,1,1
0,1139,1,186,1,1
0,1139,2,486,1,1
0,1140,1,206,1,1
0,1140,2,410,1,1
0,1141,1,336,1,1
0,1141,2,426,1,1
0,1141,1,426,1,1
0,1142,1,250,1,1
0,1142,2,310,1,1
0,1142,1,94,1,1
0,1143,1,332,1,1
0,1143,2,416,1,1
0,1143,1,92,1,1
0,1147,1,354,1,1
0,1147,2,296,1,1
0,1149,1,238,1,1
0,1149,2,590,1,1
0,1151,1,206,1,1
0,1151,2,374,1,1
0,1152,1,330,1,1
0,1152,2,494,1,1
0,1152,1,530,1,1
0,1153,1,292,1,1
0,1153,2,628,1,1
0,1154,1,316,1,1
0,1154,2,320,1,1
0,1154,1,134,1,1
0,1156,1,436,1,1
0,1156,2,320,1,1
0,1157,1,704,0,1
0,1157,2,654,0,1
0,1157,1,736,0,1
0,1162,1,248,0,1
0,1162,2,446,0,1
0,1162,1,774,0,1
0,1162,2,278,0,1
0,1163,1,334,0,1
0,1163,2,350,0,1
0,1165,1,240,0,1
0,1165,2,452,0,1
0,1167,1,364,0,1
0,1167,2,356,0,1
0,1171,1,364,0,1
0,1171,2,368,0,1
0,1173,1,228,0,1
0,1173,2,440,0,1
0,1176,1,302,0,1
0,1176,2,492,0,1
0,1177,1,256,0,1
0,1177,2,374,0,1
0,1177,1,80,0,1
0,1185,1,318,1,1
0,1185,2,672,1,1
0,1185,1,386,1,1
0,1185,2,136,1,1
0,1188,1,260,1,1
0,1188,2,452,1,1
0,1188,1,58,1,1
0,1190,1,262,1,1
0,1190,2,456,1,1
0,1195,1,336,1,1
0,1195,2,354,1,1
0,1198,1,266,1,1
